city,country,date,gender,p1_player_1_id,p1_player_1_name,p1_player_2_id,p1_player_2_name,p2_player_1_id,p2_player_1_name,p2_player_2_id,p2_player_2_name,p3_player_1_id,p3_player_1_name,p3_player_2_id,p3_player_2_name,p4_player_1_id,p4_player_1_name,p4_player_2_id,p4_player_2_name,season_title,tournament_id,year
Chetumal, Mexico,Oct 24-28,W,9176,Heather Bansley,14956,Brandie Wilkerson,8129,Caitlin Ledoux,7546,Geena Urango,8047,Brooke Sweat,1923,Kerri Walsh Jennings,14209,Megan McNamara,14208,Nicole McNamara,Volleyball World Beach Pro Tour 2019 Season Summary,3559,2019
Ljubljana, Slovenia,Nov 29-Dec 2,M,9342,Aliaksandr Dziadkou,17357,Pavel Piatrushka,11422,Selcuk Sekerci,15101,Safa Urlu,16902,Paul Burnett,14442,Maximilian Guehrer,16262,Robin Sowa,14809,Eric Stadie,Volleyball World Beach Pro Tour 2019 Season Summary,3570,2019
Madrid, Spain,May 12-15,M,14785,Yves Haussener,13743,Quentin Metral,7783,Adrian Gavira,2077,Pablo Herrera,18143,Matthew Immers,9433,Mart van Werkhoven,11750,Jan Pokersnik,10129,Nejc Zemljak,Volleyball World Beach Pro Tour 2022 Season Summary,4005,2022
Madrid, Spain,May 19-22,W,18513,Sofia Gonzalez,11614,Paula Soria,20460,Valentina Gottardi,7849,Marta Menegatti,15434,Reka Orsi Toth,11826,Viktoria Orsi Toth,15752,Dorina Klinger,16881,Ronja Klinger,Volleyball World Beach Pro Tour 2022 Season Summary,4006,2022
Langkawi, Malaysia,Apr 26-29,W,11691,Ksenia Dabizha,14717,Daria Mastikova,16917,Katja Stam,14716,Julia Wouters,14447,Phoebe Bell,13714,Jessyka Ngauamo,15427,Tereza Pluharova,10974,Martina Williams,Volleyball World Beach Pro Tour 2018 Season Summary,3430,2018
Huntington Beach, United States,May 1-6,M,9129,Alexander Brouwer,9130,Robert Meeuwsen,11854,Evandro Goncalves,15355,Andre Loyola,7783,Adrian Gavira,2077,Pablo Herrera,6770,Aleksandrs Samoilovs,6874,Janis Smedins,Volleyball World Beach Pro Tour 2018 Season Summary,3431,2018
Huntington Beach, United States,May 1-6,W,14583,Fernanda Alves,8022,Barbara Seixas,8003,Maria Antonelli,5887,Carol Salgado,9373,Chantal Laboureur,8417,Julia Sude,10798,Melissa Humana-Paredes,14304,Sarah Pavan,Volleyball World Beach Pro Tour 2018 Season Summary,3432,2018
Gstaad, Switzerland,Jul 5-11,W,6641,Agatha Bednarczuk,13802,Duda Lisboa,11610,Rebecca Cavalcanti,15329,Ana Patricia Silva,10798,Melissa Humana-Paredes,14304,Sarah Pavan,14462,Tina Graudina,14774,Anastasija Samoilova,Volleyball World Beach Pro Tour 2021 Season Summary,3917,2021
Rubavu, Rwanda,Jul 13-18,W,8458,Emily Capers,13154,Sara Hughes,9373,Chantal Laboureur,16916,Sarah Schulz,17168,Svenja Muller,13770,Sarah Schneider,8506,Valentyna Davidova,13532,Diana Lunina,Volleyball World Beach Pro Tour 2021 Season Summary,3919,2021
Ljubljana, Slovenia,Nov 29-Dec 2,W,4956,Vasiliki Arvaniti,14314,Penny Karagkouni,13829,Urte Andriukaityte,16762,Vytene Vitkauskaite,9397,Maryna Hladun,13532,Diana Lunina,18504,Varvara Brailko,17941,Anete Namike,Volleyball World Beach Pro Tour 2019 Season Summary,3571,2019
The Hague, Netherlands,Jan 2-6,M,10745,Viacheslav Krasilnikov,14263,Oleg Stoyanovskiy,15563,Julius Thole,13767,Clemens Wickler,14524,Ilya Leshukov,11053,Konstantin Semenov,9129,Alexander Brouwer,9130,Robert Meeuwsen,Volleyball World Beach Pro Tour 2019 Season Summary,3572,2019
Kusadasi, Türkiye,May 19-22,M,17928,David Ahman,18278,Jonatan Hellvig,16902,Paul Burnett,8410,Christopher McHugh,17592,Nils Ehlers,13767,Clemens Wickler,8338,Adrian Carambula,14706,Enrico Rossi,Volleyball World Beach Pro Tour 2022 Season Summary,4055,2022
Kusadasi, Türkiye,May 19-22,W,20804,Taryn Kloth,17607,Kristen Nuss,8395,Mariafe Artacho,10795,Taliqua Clancy,17069,Terese Cannon,14959,Sarah Sponcil,13144,Sandra Ittlinger,10827,Isabel Schneider,Volleyball World Beach Pro Tour 2022 Season Summary,4056,2022
Rhodes, Greece,May 20-22,M,14785,Yves Haussener,13743,Quentin Metral,13467,Miles Evans,16472,Logan Webber,13629,Jyrki Nurminen,15009,Santeri Siren,18903,Mateusz Florczyk,7843,Jakub Szalankiewicz,Volleyball World Beach Pro Tour 2022 Season Summary,4007,2022
Mersin, Türkiye,May 2-6,M,14524,Ilya Leshukov,11053,Konstantin Semenov,13393,Ondrej Perusic,16538,David Schweiner,14857,Nivaldo Diaz,9402,Sergio Gonzalez,11641,Mirco Gerson,14650,Adrian Heidrich,Volleyball World Beach Pro Tour 2018 Season Summary,3433,2018
Mersin, Türkiye,May 2-6,W,11650,Lena Plesiutschnig,11649,Katharina Schutzenhofer,5292,Sanne Keizer,9485,Madelein Meppelink,9532,Natalia Pridalova,17413,Andrea Strbova,16155,Josemari Alves,9923,Liliane Maestrini,Volleyball World Beach Pro Tour 2018 Season Summary,3434,2018
Rubavu, Rwanda,Jul 14-18,M,7831,Theo Brunner,11005,Chaim Schalk,13452,Chase Budinger,17820,Troy Field,13027,Maksim Hudyakov,16748,Aleksandr Kramarenko,19110,Anton Kislytsyn,10968,Daniil Kuvichka,Volleyball World Beach Pro Tour 2021 Season Summary,3918,2021
Leuven, Belgium,Jul 15-18,M,11600,Dries Koekelkoren,11601,Tom van Walle,20347,Tom Altwies,14579,Arnaud Loiseau,17987,Crtomir Bosnjak,11749,Danijel Pokersnik,20348,Liam Patte,15406,Timothee Platre,Volleyball World Beach Pro Tour 2021 Season Summary,3920,2021
Leuven, Belgium,Jul 15-18,W,19434,Crissy Jones,14958,Zana Muno,17810,Chenoa Christ,18514,Anna-Lena Grune,18078,Sarah Cools,18400,Lisa Van Den Vonder,19685,Maud Catry,11595,Els Vandesteene,Volleyball World Beach Pro Tour 2021 Season Summary,3921,2021
The Hague, Netherlands,Jan 2-6,W,11610,Rebecca Cavalcanti,15329,Ana Patricia Silva,14478,Kelly Cheng,14959,Sarah Sponcil,7914,Taru Lahti,13428,Anniina Parkkinen,7091,Alix Klineman,7389,April Ross,Volleyball World Beach Pro Tour 2019 Season Summary,3573,2019
Phnom Penh, Cambodia,Feb 21-24,W,4956,Vasiliki Arvaniti,14314,Penny Karagkouni,14159,Amanda Lawson,16376,Corinne Quiggle,18189,Yurika Sakaguchi,13075,Chiyo Suzuki,11932,Rumpaipruet Numwong,8021,Tanarattha Udomchavee,Volleyball World Beach Pro Tour 2019 Season Summary,3580,2019
Ostrava, Czech Republic,May 25-29,M,14741,Anders Mol,13274,Christian Sorum,13393,Ondrej Perusic,16538,David Schweiner,9129,Alexander Brouwer,9130,Robert Meeuwsen,7783,Adrian Gavira,2077,Pablo Herrera,Volleyball World Beach Pro Tour 2022 Season Summary,3967,2022
Ostrava, Czech Republic,May 25-29,W,17168,Svenja Muller,11838,Cinja Tillmann,5146,Talita Antunes,11610,Rebecca Cavalcanti,13151,Nina Brunner,11625,Tanja Huberli,10716,Joana Mader,10813,Anouk Verge-Depre,Volleyball World Beach Pro Tour 2022 Season Summary,3968,2022
Manila, Philippines,May 3-6,M,13440,Max-Jonas Karpa,15723,Milan Sievers,15529,Petr Bakhnar,15487,Taras Myskiv,11642,Gabriel Kissling,14587,Michiel Zandbergen,15404,Alejandro Huerta,14800,Javier Huerta,Volleyball World Beach Pro Tour 2018 Season Summary,3435,2018
Sofia, Bulgaria,Jul 15-18,M,18903,Mateusz Florczyk,7843,Jakub Szalankiewicz,16495,Vinicius Cardoso,14457,Matheus Maia,15529,Petr Bakhnar,9443,Valeriy Samoday,15915,Lazar Kolaric,18536,Milos Milic,Volleyball World Beach Pro Tour 2021 Season Summary,3922,2021
Sofia, Bulgaria,Jul 22-25,W,13903,Margherita Bianchin,17144,Claudia Scampoli,13757,Sophie Bukovec,14937,Camille Saxton,18078,Sarah Cools,18400,Lisa Van Den Vonder,11813,Inna Makhno,18110,Anna Shumeiko,Volleyball World Beach Pro Tour 2021 Season Summary,3923,2021
Visakhapatnam, India,Feb 28-Mar 3,M,10963,Armin Dollinger,16263,Simon Kulzer,18177,Ya-Jen Hsieh,18176,Chin-Ju Wang,15315,Sergiy Grabovskyy,11251,Cameron Wheelan,10957,Hitoshi Murakami,17403,Takashi Tsuchiya,Volleyball World Beach Pro Tour 2019 Season Summary,3574,2019
Visakhapatnam, India,Feb 28-Mar 3,W,16946,Martina Maixnerova,10974,Martina Williams,18189,Yurika Sakaguchi,13075,Chiyo Suzuki,13351,Nadine Strauss,13352,Teresa Strauss,8951,Miller Pata,16558,Sherysyn Toko,Volleyball World Beach Pro Tour 2019 Season Summary,3575,2019
Cervia, Italy,May 26-29,M,14966,Fabrizio Manni,11220,Francesco Vanni,14389,Thomas Hodges,14444,Zachery Schubert,18496,Eylon Elazar,11958,Netanel Ohana,18577,Jonathan Jordan,18580,Immanuel Zurcher,Volleyball World Beach Pro Tour 2022 Season Summary,4071,2022
Cervia, Italy,May 26-29,W,17791,Emma Piersma,17054,Mexime van Driel,19554,Menia Bentele,17886,Anna Lutz,15434,Reka Orsi Toth,11826,Viktoria Orsi Toth,20460,Valentina Gottardi,7849,Marta Menegatti,Volleyball World Beach Pro Tour 2022 Season Summary,4072,2022
Manila, Philippines,May 3-6,W,7402,Takemi Nishibori,9082,Ayumi Shiratori,16287,Maria Carro,11614,Paula Soria,15076,Erika Bobadilla,14290,Michelle Valiente,10991,Sakurako Fujii,5413,Shinako Tanaka,Volleyball World Beach Pro Tour 2018 Season Summary,3436,2018
Phnom Penh, Cambodia,May 4-6,W,11615,Anna Behlen,13770,Sarah Schneider,17318,Suzuka Hashimoto,10212,Sayaka Mizoe,11691,Ksenia Dabizha,14717,Daria Mastikova,13755,Alice Bain,9496,Julia Tilley,Volleyball World Beach Pro Tour 2018 Season Summary,3522,2018
Tuan Chau Island, Vietnam,May 9-12,W,17318,Suzuka Hashimoto,10212,Sayaka Mizoe,16250,Minori Kumada,15016,Yui Nagata,17046,Kaho Sakaguchi,17045,Yukako Suzuki,17426,Noy Chorin,17425,Sofia Starikov,Volleyball World Beach Pro Tour 2018 Season Summary,3438,2018
Tokyo, Japan,Jul 24-Aug 7,M,14741,Anders Mol,13274,Christian Sorum,10745,Viacheslav Krasilnikov,14263,Oleg Stoyanovskiy,15097,Cherif Samba,15096,Ahmed Tijan,6769,Martins Plavins,12433,Edgars Tocs,Volleyball World Beach Pro Tour 2021 Season Summary,3736,2021
Tokyo, Japan,Jul 24-Aug 6,W,7091,Alix Klineman,7389,April Ross,8395,Mariafe Artacho,10795,Taliqua Clancy,10716,Joana Mader,10813,Anouk Verge-Depre,14462,Tina Graudina,14774,Anastasija Samoilova,Volleyball World Beach Pro Tour 2021 Season Summary,3737,2021
Sydney, Australia,Mar 5-10,M,12583,Esteban Grimalt,12656,Marco Grimalt,8338,Adrian Carambula,14706,Enrico Rossi,6042,Billy Allen,10939,Stafford Slick,15029,Youssef Krou,13724,Edouard Rowlandson,Volleyball World Beach Pro Tour 2019 Season Summary,3634,2019
Sydney, Australia,Mar 6-10,W,11836,Nicole Laird,7920,Becchara Palmer,8458,Emily Capers,12974,Betsi Flint,8047,Brooke Sweat,1923,Kerri Walsh Jennings,11612,Fan Wang,14924,Xinyi Xia,Volleyball World Beach Pro Tour 2019 Season Summary,3635,2019
Jurmala, Latvia,Jun 1-5,M,17983,Samuele Cottafava,9059,Paolo Nicolai,15097,Cherif Samba,15096,Ahmed Tijan,15355,Andre Loyola,14454,George Wanderley,16548,Kusti Nolvak,16549,Mart Tiisaar,Volleyball World Beach Pro Tour 2022 Season Summary,3969,2022
Jurmala, Latvia,Jun 1-5,W,10798,Melissa Humana-Paredes,14304,Sarah Pavan,5887,Carol Salgado,8022,Barbara Seixas,13802,Duda Lisboa,15329,Ana Patricia Silva,13154,Sara Hughes,15139,Kelley Kolinske,Volleyball World Beach Pro Tour 2022 Season Summary,3970,2022
Klaipeda, Lithuania,Jun 2-5,M,13301,Julian Horl,5718,Alexander Horst,18496,Eylon Elazar,11958,Netanel Ohana,13629,Jyrki Nurminen,15009,Santeri Siren,19395,Tomas Semerad,18823,Jakub Sepka,Volleyball World Beach Pro Tour 2022 Season Summary,4073,2022
Lucerne, Switzerland,May 9-13,M,13453,Trevor Crabb,5323,John Mayer,10658,Stefan Basta,15915,Lazar Kolaric,11641,Mirco Gerson,14650,Adrian Heidrich,14509,Mohammad Ashfiya,15022,Candra Rachmawan,Volleyball World Beach Pro Tour 2018 Season Summary,3439,2018
Lucerne, Switzerland,May 9-13,W,8395,Mariafe Artacho,10795,Taliqua Clancy,11612,Fan Wang,14924,Xinyi Xia,15139,Kelley Kolinske,10583,Emily Stockman,13779,Joy Stubbe,6760,Marleen Van Iersel,Volleyball World Beach Pro Tour 2018 Season Summary,3440,2018
Ljubljana, Slovenia,Jul 29-Aug 1,M,16270,Audrius Knasas,17181,Patrikas Stankevicius,19501,Rok Bracko,16442,Alan Kosenina,15915,Lazar Kolaric,18536,Milos Milic,15707,Martin Appelgren,17376,Alexander Herrmann,Volleyball World Beach Pro Tour 2021 Season Summary,3924,2021
Ljubljana, Slovenia,Jul 29-Aug 1,W,15756,Marie-Sara Stochlova,10974,Martina Williams,16918,Emi van Driel,17054,Mexime van Driel,13903,Margherita Bianchin,17144,Claudia Scampoli,18078,Sarah Cools,18400,Lisa Van Den Vonder,Volleyball World Beach Pro Tour 2021 Season Summary,3925,2021
Kampong Speu, Cambodia,Mar 7-10,M,14261,Maxim Sivolap,14264,Artem Yarzutkin,7289,Grant Goldschmidt,11155,Leo Williams,16819,Jacob Brinck,15013,Mads Rosager,15734,Moritz Kindl,16875,Arwin Kopschar,Volleyball World Beach Pro Tour 2019 Season Summary,3581,2019
Doha, Qatar,Mar 11-16,M,12583,Esteban Grimalt,12656,Marco Grimalt,5214,Phil Dalhausser,1931,Nick Lucena,7783,Adrian Gavira,2077,Pablo Herrera,13340,Michal Bryl,8758,Grzegorz Fijalek,Volleyball World Beach Pro Tour 2019 Season Summary,3582,2019
Klaipeda, Lithuania,Jun 2-5,W,12176,Erika Kliokmanaite,12330,Monika Paulikiene,17653,Tjasa Kotnik,16304,Tajda Lovsin,14837,Jessica Gaffney,16798,Molly Turner,16448,Heleene Hollas,16449,Liisa Soomets,Volleyball World Beach Pro Tour 2022 Season Summary,4074,2022
Rome, Italy,Jun 10-19,M,14741,Anders Mol,13274,Christian Sorum,9345,Vitor Felipe,16878,Renato Lima,15355,Andre Loyola,14454,George Wanderley,7831,Theo Brunner,11005,Chaim Schalk,Volleyball World Beach Pro Tour 2022 Season Summary,3989,2022
Bangkok, Thailand,May 10-13,M,17594,Gottsu Ishijima,15908,Takumi Takahashi,13016,Daniel Mullner,13012,Florian Schnetzer,15404,Alejandro Huerta,14800,Javier Huerta,16748,Aleksandr Kramarenko,15487,Taras Myskiv,Volleyball World Beach Pro Tour 2018 Season Summary,3441,2018
Bangkok, Thailand,May 10-13,W,11148,Aurora Davis,16016,Bree Scarbrough,16287,Maria Carro,11614,Paula Soria,7402,Takemi Nishibori,9082,Ayumi Shiratori,14209,Megan McNamara,14208,Nicole McNamara,Volleyball World Beach Pro Tour 2018 Season Summary,3442,2018
Itapema, Brazil,May 16-20,M,11854,Evandro Goncalves,15355,Andre Loyola,14741,Anders Mol,13274,Christian Sorum,10443,Piotr Kantor,10444,Bartosz Losiak,11727,Guto Carvalhaes,9345,Vitor Felipe,Volleyball World Beach Pro Tour 2018 Season Summary,3443,2018
Sofia, Bulgaria,Aug 5-8,M,10778,Dirk Boehle,9433,Mart van Werkhoven,20220,Gianluca Dal Corso,18440,Tobia Marchetto,16546,Andrea Abbiati,10736,Tiziano Andreatta,18458,Dmitrii Veretiuk,14264,Artem Yarzutkin,Volleyball World Beach Pro Tour 2021 Season Summary,3926,2021
Sofia, Bulgaria,Aug 5-8,W,16448,Heleene Hollas,16449,Liisa Soomets,13903,Margherita Bianchin,16294,Chiara They,19081,Sara Breidenbach,17144,Claudia Scampoli,13339,Jagoda Gruszczynska,16352,Kinga Legieta,Volleyball World Beach Pro Tour 2021 Season Summary,3927,2021
Siem Reap, Cambodia,Mar 21-24,M,11730,Christoph Dressler,6836,Alexander Huber,14261,Maxim Sivolap,14264,Artem Yarzutkin,14785,Yves Haussener,13743,Quentin Metral,9338,Peter Eglseer,13012,Florian Schnetzer,Volleyball World Beach Pro Tour 2019 Season Summary,3585,2019
Battambang, Cambodia,Apr 4-7,W,8579,Lara Dykstra,17741,Cassie House,15394,Dimitra Manavi,16865,Konstantina Tsopoulou,14437,Satono Ishitsubo,18396,Asami Shiba,10991,Sakurako Fujii,16250,Minori Kumada,Volleyball World Beach Pro Tour 2019 Season Summary,3586,2019
Rome, Italy,Jun 10-19,W,13802,Duda Lisboa,15329,Ana Patricia Silva,13757,Sophie Bukovec,14956,Brandie Wilkerson,17168,Svenja Muller,11838,Cinja Tillmann,10716,Joana Mader,10813,Anouk Verge-Depre,Volleyball World Beach Pro Tour 2022 Season Summary,3990,2022
Itapema, Brazil,May 16-20,W,6641,Agatha Bednarczuk,13802,Duda Lisboa,10716,Joana Mader,10813,Anouk Verge-Depre,9176,Heather Bansley,14956,Brandie Wilkerson,8003,Maria Antonelli,5887,Carol Salgado,Volleyball World Beach Pro Tour 2018 Season Summary,3444,2018
Aydin, Türkiye,May 17-20,M,10658,Stefan Basta,15915,Lazar Kolaric,15996,Abolhamed Mirzaali,11808,Rahman Raoufi,10787,Ruslan Bykanov,13027,Maksim Hudyakov,15049,Hasan Mermer,15101,Safa Urlu,Volleyball World Beach Pro Tour 2018 Season Summary,3445,2018
Cortegaça, Portugal,Aug 12-15,M,16820,Joaquin Bello,16932,Luis Javier Bello,17921,Hugo Campos,16860,Joao Pedrosa,11764,Sebastiao Alves,2557,Roberto Silva Reis,13635,Michael Murauer,18523,Jakob Reiter,Volleyball World Beach Pro Tour 2021 Season Summary,3939,2021
Cortegaça, Portugal,Aug 12-15,W,15017,Shaunna Polley,20511,Alice Zeimann,19525,Brecht Piersma,17791,Emma Piersma,9523,Nuria Bouza,9599,Nazaret  Florian,18586,Wies Bekhuis,18966,Nadine Everaert,Volleyball World Beach Pro Tour 2021 Season Summary,3940,2021
Satun, Thailand,Apr 8-11,M,14999,Denys Denysenko,11533,Vladyslav Iemelianchyk,15996,Abolhamed Mirzaali,11808,Rahman Raoufi,10773,Sergey Bogatu,9192,Dmitriy Yakovlev,18105,Kitti Duangjinda,18166,Dunwinit Kaewsai,Volleyball World Beach Pro Tour 2019 Season Summary,3587,2019
Satun, Thailand,Apr 8-11,W,11249,Nai-Han Kou,12690,Pi Hsin Liu,8951,Miller Pata,16558,Sherysyn Toko,9397,Maryna Hladun,13532,Diana Lunina,8461,Andrea Galindo,8462,Gorda Galindo,Volleyball World Beach Pro Tour 2019 Season Summary,3588,2019
Balikesir, Türkiye,Jun 16-19,M,13763,Djordje Klasnic,15915,Lazar Kolaric,13751,Bradley Fuller,9436,Sam O'Dea,13113,Thomas Hartles,17326,Alani Nicklin,11848,Ben O'Dea,21138,Thomas Reid,Volleyball World Beach Pro Tour 2022 Season Summary,4075,2022
Balikesir, Türkiye,Jun 16-19,W,18522,Megan Kraft,17552,Savvy Simo,16670,Brook Bauer,15598,Katie Horton,17937,Daniela Alvarez,16286,Tania Moreno,12176,Erika Kliokmanaite,12330,Monika Paulikiene,Volleyball World Beach Pro Tour 2022 Season Summary,4076,2022
Aydin, Türkiye,May 17-20,W,14092,Mailen Deliz,13741,Leila Martinez,11691,Ksenia Dabizha,14717,Daria Mastikova,13942,Sanna Thurin,13941,Tina Thurin,12487,Sigrid Simonsson,10993,Tadva Yoken,Volleyball World Beach Pro Tour 2018 Season Summary,3446,2018
Miguel Pereira, Brazil,May 24-27,M,11120,Luciano Ferreira,15356,Vinicius Rezende,10105,Rodrigo Bernat,618,Harley Marques,16489,Alvaro Andrade,11628,Ramon Gomes,16495,Vinicius Cardoso,16695,Felipe Numasawa,Volleyball World Beach Pro Tour 2018 Season Summary,3508,2018
Miguel Pereira, Brazil,May 25-27,W,16452,Adriana-Maria Matei,16451,Beata Vaida,18274,Aline Lebioda,18275,Diana Silva,15283,Victoria Lopes,14460,Taina Silva,9972,Rachel Nunes,8002,Naiana Rodrigues,Volleyball World Beach Pro Tour 2018 Season Summary,3509,2018
Prague, Czech Republic,Aug 19-22,M,13393,Ondrej Perusic,16538,David Schweiner,10764,Philipp Bergmann,16355,Yannick Harms,17928,David Ahman,18278,Jonatan Hellvig,15012,Kristoffer Abell,16819,Jacob Brinck,Volleyball World Beach Pro Tour 2021 Season Summary,3910,2021
Prague, Czech Republic,Aug 19-22,W,18464,Thamela Coradelli,9593,Elize Maia,16241,Esmee Bobner,16243,Zoe Verge-Depre,14458,Andressa Cavalcanti,16883,Vitoria De Souza,8506,Valentyna Davidova,13532,Diana Lunina,Volleyball World Beach Pro Tour 2021 Season Summary,3911,2021
Budapest, Hungary,Aug 19-22,M,13629,Jyrki Nurminen,15009,Santeri Siren,20220,Gianluca Dal Corso,18440,Tobia Marchetto,18496,Eylon Elazar,11958,Netanel Ohana,15915,Lazar Kolaric,18536,Milos Milic,Volleyball World Beach Pro Tour 2021 Season Summary,3937,2021
Langkawi, Malaysia,Apr 11-14,M,19110,Anton Kislytsyn,10968,Daniil Kuvichka,10788,Andrey Bolgov,19111,Vladislav Ermilov,10957,Hitoshi Murakami,17403,Takashi Tsuchiya,19116,Piotr Ilewicz,18187,Adrian Sdebel,Volleyball World Beach Pro Tour 2019 Season Summary,3589,2019
Langkawi, Malaysia,Apr 11-14,W,8579,Lara Dykstra,17741,Cassie House,9397,Maryna Hladun,13532,Diana Lunina,15394,Dimitra Manavi,16865,Konstantina Tsopoulou,18189,Yurika Sakaguchi,18179,Mayu Sawame,Volleyball World Beach Pro Tour 2019 Season Summary,3590,2019
Göteborg, Sweden,Apr 18-21,M,9342,Aliaksandr Dziadkou,17357,Pavel Piatrushka,11711,Haralds Regza,6875,Toms Smedins,11422,Selcuk Sekerci,15101,Safa Urlu,17375,Alexander Annerstedt,15707,Martin Appelgren,Volleyball World Beach Pro Tour 2019 Season Summary,3647,2019
Bialystok, Poland,Jun 23-26,M,18903,Mateusz Florczyk,7843,Jakub Szalankiewicz,9444,Sergiy Popov,14271,Eduard Reznik,12438,Robert Juchnevic,10776,Artur Vasiljev,16270,Audrius Knasas,17181,Patrikas Stankevicius,Volleyball World Beach Pro Tour 2022 Season Summary,4077,2022
Bialystok, Poland,Jun 23-26,W,18522,Megan Kraft,10583,Emily Stockman,19530,Anhelina Khmil,19531,Tetiana Lazarenko,13339,Jagoda Gruszczynska,17223,Aleksandra Wachowicz,16670,Brook Bauer,15598,Katie Horton,Volleyball World Beach Pro Tour 2022 Season Summary,4078,2022
Jinjiang, China,May 31-Jun 3,M,13453,Trevor Crabb,5323,John Mayer,17592,Nils Ehlers,11635,Lorenz Schumann,8081,Peng Gao,10185,Yang Li,13439,Max Betzien,8227,Jonathan Erdmann,Volleyball World Beach Pro Tour 2018 Season Summary,3451,2018
Jinjiang, China,May 31-Jun 3,W,17318,Suzuka Hashimoto,10212,Sayaka Mizoe,11249,Nai-Han Kou,12690,Pi Hsin Liu,16621,Reika Murakami,13075,Chiyo Suzuki,11148,Aurora Davis,16016,Bree Scarbrough,Volleyball World Beach Pro Tour 2018 Season Summary,3452,2018
Alanya, Türkiye,May 31-Jun 3,M,10787,Ruslan Bykanov,13027,Maksim Hudyakov,11420,Murat Giginoglu,11531,Volkan Gogtepe,15967,Oleksii Denin,14999,Denys Denysenko,14784,Florian Breer,14785,Yves Haussener,Volleyball World Beach Pro Tour 2018 Season Summary,3461,2018
Budapest, Hungary,Aug 19-22,W,19081,Sara Breidenbach,16294,Chiara They,17898,Daria Gusarova,4888,Erika Nystrom,19530,Anhelina Khmil,19531,Tetiana Lazarenko,17258,Anita Dave,17425,Sofia Starikov,Volleyball World Beach Pro Tour 2021 Season Summary,3938,2021
Montpellier, France,Aug 25-29,M,17129,Quincy Aye,15475,Arnaud Gauthier-Rat,13763,Djordje Klasnic,15915,Lazar Kolaric,18161,Ardis Bedritis,18799,Arturs Rinkevics,15466,Felix Friedl,15826,Maximilian Trummer,Volleyball World Beach Pro Tour 2021 Season Summary,3930,2021
Göteborg, Sweden,Apr 18-21,W,16919,Raisa Schoon,16918,Emi van Driel,11813,Inna Makhno,11602,Iryna Makhno,13279,Victoria Kjolberg,10836,Ane Tveit Hjortland,16917,Katja Stam,14716,Julia Wouters,Volleyball World Beach Pro Tour 2019 Season Summary,3648,2019
Xiamen, China,Apr 23-28,M,10745,Viacheslav Krasilnikov,14263,Oleg Stoyanovskiy,7783,Adrian Gavira,2077,Pablo Herrera,15097,Cherif Samba,15096,Ahmed Tijan,8338,Adrian Carambula,14706,Enrico Rossi,Volleyball World Beach Pro Tour 2019 Season Summary,3591,2019
Xiamen, China,Apr 23-28,W,11610,Rebecca Cavalcanti,15329,Ana Patricia Silva,9361,Barbora Hermannova,7763,Marketa Slukova,8395,Mariafe Artacho,10795,Taliqua Clancy,13154,Sara Hughes,9309,Summer Ross,Volleyball World Beach Pro Tour 2019 Season Summary,3592,2019
Ios, Greece,Jun 29-Jul 2,M,15671,Vaclav Bercik,17150,Matyas Dzavoronok,18496,Eylon Elazar,11958,Netanel Ohana,16354,Issa Batrane,18673,Frederick Bialokoz,17185,Nils Ringoen,10779,Svein Solhaug,Volleyball World Beach Pro Tour 2022 Season Summary,4008,2022
Ios, Greece,Jun 29-Jul 2,W,15752,Dorina Klinger,16881,Ronja Klinger,17653,Tjasa Kotnik,16304,Tajda Lovsin,11840,Ieva Dumbauskaite,17582,Gerda Grudzinskaite,12452,Katarzyna Kociolek,17583,Marta Lodej,Volleyball World Beach Pro Tour 2022 Season Summary,4009,2022
Alanya, Türkiye,May 31-Jun 3,W,13770,Sarah Schneider,15727,Viktoria Seeber,8862,Bugra Eryildiz,16456,Aleyna Vence,14577,Daria Rudykh,15112,Elizaveta Zayonchkovskaya,10808,Silvia Costantini,15783,Gaia Traballi,Volleyball World Beach Pro Tour 2018 Season Summary,3462,2018
Brno, Czech Republic,Aug 26-29,W,8458,Emily Capers,12974,Betsi Flint,15756,Marie-Sara Stochlova,10974,Martina Williams,17168,Svenja Muller,11838,Cinja Tillmann,15017,Shaunna Polley,20511,Alice Zeimann,Volleyball World Beach Pro Tour 2021 Season Summary,3931,2021
Warsaw, Poland,Sep 2-5,M,13629,Jyrki Nurminen,15009,Santeri Siren,17919,Milosz Kruk,7843,Jakub Szalankiewicz,20203,Leon Luini,17321,Thijs Nijeboer,19910,Kevin Cuzmiciov,18866,River Day,Volleyball World Beach Pro Tour 2021 Season Summary,3953,2021
Kuala Lumpur, Malaysia,Apr 29-May 4,W,9361,Barbora Hermannova,7763,Marketa Slukova,8047,Brooke Sweat,1923,Kerri Walsh Jennings,9100,Karla Borger,8417,Julia Sude,16287,Maria Carro,11614,Paula Soria,Volleyball World Beach Pro Tour 2019 Season Summary,3596,2019
Kuala Lumpur, Malaysia,Apr 30-May 4,M,7998,Alison Cerutti,9344,Alvaro Filho,7831,Theo Brunner,1171,Reid Priddy,11268,Ryan Doherty,1981,John Hyden,9556,Alexander Walkenhorst,15725,Sven Winter,Volleyball World Beach Pro Tour 2019 Season Summary,3595,2019
