BVB_ID,player_name,player_country,DOB,home_town,resides,total_first,total_second,total_third,total_forth,total_played,total_points,podium%,height_in,big_stat_player_name,gender,isBlack_Challenge,isBlack_Elite16,isBlack,player_name_y,duration_avg,partners_count,duration_median,height_imputed,current_age
6519,Lucas Black,United States,1982-02-25,"Eastlake, OH","Huntington Beach, CA",0.0,0.0,0.0,0.0,54.0,1524.0,0.0,75.0,Lucas Black,M,False,False,False,Lucas Black,49.42857142857143,18.0,46.0,75.0,40.0
6520,Teddy Cook,United States,1981-06-05,"Ft. Lauderdale, FL","Cooper City, FL",0.0,0.0,0.0,0.0,10.0,756.0,0.0,74.0,Teddy Cook,M,False,False,False,Teddy Cook,45.0,4.0,39.5,74.0,41.0
6521,Jerod Davis,United States,1978-09-15,,"Deerfield Beach, FL",0.0,0.0,1.0,0.0,9.0,306.0,0.11,75.0,Jerod Davis,M,False,False,False,Jerod Davis,47.266666666666666,6.0,45.0,75.0,44.0
6522,Mike Kinsler,United States,1973-03-22,,"Boca Raton, FL",0.0,0.0,0.0,0.0,7.0,95.0,0.0,,Mike Kinsler,M,False,False,False,Mike Kinsler,42.0,5.0,41.0,75.096018735363,49.0
6523,Wesley Freitas,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Wesley Freitas,M,False,False,False,,,,,75.096018735363,
6524,Steve Nall,United States,1970-07-25,,"Orlando, FL",0.0,0.0,0.0,0.0,3.0,122.0,0.0,,Steve Nall,M,False,False,False,Steve Nall,52.66666666666666,2.0,46.0,75.096018735363,52.0
6526,Alex Ruiz,United States,1973-05-03,,"Miami, FL",0.0,0.0,0.0,0.0,1.0,4.0,0.0,,Alex Ruiz,M,False,False,False,Alex Ruiz,53.0,1.0,53.0,75.096018735363,49.0
14859,Alex Ruiz Collazo,Cuba,1987-04-14,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0,Alex Ruiz,M,False,False,False,,,,,74.0,35.0
6527,Dameon Holmquist,United States,1973-12-23,,"Miami Beach, FL",0.0,0.0,0.0,0.0,4.0,23.0,0.0,75.0,Dameon Holmquist,M,False,False,False,Dameon Holmquist,46.71428571428572,3.0,43.0,75.0,49.0
6535,Shayna Munson,United States,1981-03-23,"Temperance, MI","New Port Richey, FL",4.0,1.0,1.0,0.0,31.0,1965.0,0.19,74.0,Shayna Munson,W,False,False,False,Shayna Munson,43.4375,8.0,41.0,74.0,41.0
6537,Janett Benoit,United States,1970-06-01,,"Naples, FL",0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Janett Benoit,W,False,False,False,Janett Benoit,,1.0,,70.00311958405545,52.0
6538,Michele Rajnochova,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Michele Rajnochova,W,False,False,False,,,,,70.00311958405545,
6539,Jeanne Cadd,United States,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,,Jeanne Cadd,W,False,False,False,,,,,70.00311958405545,
6540,Casy Murdock,United States,1977-04-06,,"Charleston, SC",0.0,0.0,0.0,0.0,1.0,4.0,0.0,,Casy Murdock,W,False,False,False,Casy Murdock,35.0,1.0,35.0,70.00311958405545,45.0
6542,Alexander Brady,United States,,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,Alexander Brady,M,False,False,False,,,,,75.096018735363,
6543,Neal Brady,United States,,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,Neal Brady,M,False,False,False,,,,,75.096018735363,
6544,Chris Hinson,United States,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,,Chris Hinson,M,False,False,False,,,,,75.096018735363,
6548,Aaron Moore,United States,,,"Los Angeles, CA",0.0,0.0,0.0,0.0,4.0,17.0,0.0,,Aaron Moore,M,False,False,False,,,,,75.096018735363,
6551,Shannon Christianson,United States,1972-09-16,"Phoenix, AZ","Lawndale, CA",0.0,0.0,0.0,0.0,14.0,155.0,0.0,68.0,Shannon Christianson,W,False,False,False,Shannon Christianson,37.23076923076923,8.0,36.0,68.0,50.0
6553,Noel Frohman,United States,1980-12-07,"Round Rock, TX","San Diego, CA",0.0,0.0,0.0,0.0,17.0,143.0,0.0,71.0,Noel Frohman,W,False,False,False,Noel Frohman,45.09375,3.0,42.0,71.0,42.0
6554,Renee Nygaard,United States,,,"Long Beach, CA",0.0,0.0,0.0,0.0,5.0,33.0,0.0,,Renee Nygaard,W,False,False,False,,,,,70.00311958405545,
6555,Erin Pryor,United States,,"Round Rock, TX","Santa Monica, CA",0.0,0.0,0.0,0.0,9.0,58.0,0.0,71.0,Erin Pryor,W,False,False,False,,,,,71.0,
6563,Andrea Sanchez,United States,1981-10-01,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,5.0,118.0,0.0,,Andrea Sanchez,W,False,False,False,Andrea Sanchez,42.0,2.0,44.0,70.00311958405545,41.0
6580,Anne Brito,United States,1980-12-10,,"Round Rock, TX",0.0,0.0,0.0,0.0,1.0,6.0,0.0,67.0,Anne Brito,W,False,False,False,Anne Brito,52.0,1.0,52.0,67.0,42.0
6581,Marietta McElwee,United States,,,"Austin, TX",0.0,0.0,0.0,0.0,3.0,21.0,0.0,,Marietta McElwee,W,False,False,False,,,,,70.00311958405545,
6582,Darcy Arellano,United States,1966-03-11,,"Fairview, TX",0.0,0.0,0.0,0.0,1.0,4.0,0.0,,Darcy Arellano,W,False,False,False,Darcy Arellano,37.0,1.0,37.0,70.00311958405545,56.0
6583,Dana Showalter,United States,,,"Manor, TX",0.0,0.0,0.0,0.0,2.0,8.0,0.0,,Dana Showalter,W,False,False,False,,,,,70.00311958405545,
6584,Nick Harris,United States,,,"Mesa, AZ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Nick Harris,M,False,False,False,,,,,75.096018735363,
6585,Steve Hinds,United States,1976-06-08,,"Oklahoma City, OK",0.0,0.0,0.0,0.0,1.0,4.0,0.0,,Steve Hinds,M,False,False,False,Steve Hinds,52.0,1.0,52.0,75.096018735363,46.0
6586,Yolanda Munoz,United States,1966-04-06,"Aguascalientes, Mexico","Duncanville, TX",0.0,0.0,0.0,0.0,5.0,31.0,0.0,65.0,Yolanda Munoz,W,False,False,False,Yolanda Munoz,35.2,1.0,34.0,65.0,56.0
6587,Brianna Murray,United States,,,"Redondo Beach, CA",0.0,0.0,0.0,0.0,1.0,6.0,0.0,,Brianna Murray,W,False,False,False,,,,,70.00311958405545,
6588,Angel Link,Netherlands,,,,0.0,0.0,0.0,0.0,1.0,6.0,0.0,,Angel Link,W,False,False,False,,,,,70.00311958405545,
6589,Kelly Hardy,United States,1983-02-24,"Round Rock, TX","Austin, TX",0.0,0.0,0.0,0.0,1.0,4.0,0.0,68.0,Kelly Hardy,W,False,False,False,Kelly Hardy,42.0,1.0,42.0,68.0,39.0
6590,Lindsay Loxterkamp,United States,1984-04-06,,"Missouri City, TX",0.0,0.0,0.0,0.0,6.0,34.0,0.0,,Lindsay Loxterkamp,W,False,False,False,Lindsay Loxterkamp,36.16666666666666,1.0,37.5,70.00311958405545,38.0
6592,Montana Curtis Brantley,United States,1982-02-13,,"Austin, TX",0.0,0.0,0.0,0.0,13.0,75.0,0.0,72.0,Montana Brantley,W,False,False,False,Montana Brantley,41.53846153846154,4.0,38.0,72.0,40.0
6593,Terri Zemaitis-Boumans,United States,,,"Kingwood, TX",0.0,0.0,0.0,0.0,2.0,8.0,0.0,,Terri Zemaitis-Boumans,W,False,False,False,,,,,70.00311958405545,
6594,Megan Dockery,United States,,,"Cedar Park, TX",0.0,0.0,0.0,0.0,2.0,8.0,0.0,,Megan Dockery,W,False,False,False,,,,,70.00311958405545,
6595,Dave Johnson,United States,1970-11-13,,"El Mirage, AZ",0.0,0.0,0.0,0.0,2.0,4.0,0.0,72.0,Dave Johnson,M,False,False,False,Dave Johnson,32.0,1.0,32.0,72.0,52.0
6596,Donal McGraw,United States,1980-04-03,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,5.0,18.0,0.0,,Donal McGraw,M,False,False,False,Donal McGraw,44.25,3.0,43.5,75.096018735363,42.0
6597,Aaron Mansfield,United States,1982-09-17,,"Goleta, CA",0.0,0.0,0.0,1.0,18.0,1079.0,0.0,,Aaron Mansfield,M,False,False,False,Aaron Mansfield,41.92727272727273,5.0,39.0,75.096018735363,40.0
6598,Shawn Coates,United States,1972-08-01,"Mesa, AZ","Gilbert, AZ",0.0,0.0,0.0,0.0,6.0,153.0,0.0,72.0,Shawn Coates,M,False,False,False,Shawn Coates,41.25,4.0,42.0,72.0,50.0
6599,Paige Davis Jensen,United States,1982-07-27,"Austin, TX","Hermosa Beach, CA",0.0,1.0,2.0,0.0,74.0,3912.0,0.04,71.0,Paige Jensen,W,False,False,False,Paige Jensen,46.1849710982659,17.0,43.0,71.0,40.0
6600,Carolyn O'Keefe,United States,1973-07-28,"Seneca, KS","Lee's Summit, MO",0.0,0.0,0.0,0.0,3.0,24.0,0.0,70.0,Carolyn O'Keefe,W,False,False,False,Carolyn O'Keefe,42.2,1.0,39.0,70.0,49.0
6601,Julie Thomas,United States,1978-09-16,"Overland Park, KS","Overland Park, KS",0.0,0.0,0.0,0.0,3.0,24.0,0.0,71.0,Julie Thomas,W,False,False,False,Julie Thomas,42.2,1.0,39.0,71.0,44.0
6602,Gabe Burt,United States,1978-10-10,"Mission Viejo, CA","San Clemente, CA",0.0,0.0,0.0,0.0,12.0,85.0,0.0,77.0,Gabe Burt,M,False,False,False,Gabe Burt,48.82758620689656,8.0,48.0,77.0,44.0
6603,Nick Barron,United States,1976-05-07,"Ventura, CA","Ventura, CA",0.0,0.0,0.0,0.0,3.0,78.0,0.0,72.0,Nick Barron,M,False,False,False,Nick Barron,49.333333333333336,2.0,44.0,72.0,46.0
6604,Shane Cervantes,United States,1982-07-19,"Santa Barbara, CA","Santa Barbara, CA",0.0,0.0,0.0,0.0,20.0,1135.0,0.0,74.0,Shane Cervantes,M,False,False,False,Shane Cervantes,52.73076923076923,7.0,48.5,74.0,40.0
6605,Stacy Nicks Loyal,United States,1979-08-22,,"Santa Monica, CA",0.0,0.0,3.0,0.0,44.0,1658.0,0.07,75.0,Stacy Loyal,W,False,False,False,Stacy Loyal,45.85915492957746,11.0,42.0,75.0,43.0
6606,Justin Romain,United States,,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,1.0,2.0,0.0,,Justin Romain,M,False,False,False,,,,,75.096018735363,
6607,Jason Baker,United States,,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,Jason Baker,M,False,False,False,,,,,75.096018735363,
6608,Justin Wallis,United States,1979-08-06,"Pacific Palisades, CA","Santa Barbara, CA",0.0,0.0,0.0,0.0,1.0,2.0,0.0,74.0,Justin Wallis,M,False,False,False,Justin Wallis,28.0,1.0,28.0,74.0,43.0
6609,Jeremy Sanders,United States,1986-08-25,"San Diego, CA","San Diego, CA",0.0,0.0,0.0,0.0,2.0,7.0,0.0,72.0,Jeremy Sanders,M,False,False,False,Jeremy Sanders,37.5,1.0,37.5,72.0,36.0
6610,Harold Johnson,United States,1965-12-12,"Phoenix, AZ","Phoenix, AZ",0.0,0.0,0.0,0.0,4.0,49.0,0.0,71.0,Harold Johnson,M,False,False,False,Harold Johnson,47.0,2.0,47.0,71.0,57.0
6612,Mike Placek,United States,1982-10-23,"Pompton Plains, NJ","Cardiff, CA",3.0,1.0,7.0,0.0,83.0,11187.0,0.13,75.0,Mike Placek,M,False,False,False,Mike Placek,51.53266331658291,14.0,48.0,75.0,40.0
6613,Cody Loggins,United States,1982-06-28,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,10.0,39.0,0.0,80.0,Cody Loggins,M,False,False,False,Cody Loggins,46.46666666666667,3.0,47.0,80.0,40.0
6614,Sam Brown,United States,1982-11-06,"Santa Barbara, CA","Santa Barbara, CA",0.0,0.0,0.0,0.0,6.0,13.0,0.0,76.0,Sam Brown,M,False,False,False,Sam Brown,38.833333333333336,5.0,36.5,76.0,40.0
6615,Guilherme Leite,United States,,,,0.0,0.0,0.0,0.0,4.0,24.0,0.0,,Guilherme Leite,M,False,False,False,,,,,75.096018735363,
6616,Tanner Morris,United States,1979-05-09,"Redondo Beach, CA","Redondo Beach, CA",0.0,0.0,0.0,0.0,8.0,101.0,0.0,77.0,Tanner Morris,M,False,False,False,Tanner Morris,42.7,7.0,43.0,77.0,43.0
6617,Shigetomo Sakugawa,United States,1980-01-20,,"San Marcos, CA",0.0,1.0,0.0,0.0,29.0,429.0,0.03,70.0,Shigetomo Sakugawa,M,False,False,False,Shigetomo Sakugawa,51.583333333333336,6.0,48.0,70.0,42.0
6619,Tracy Duffey,United States,1975-12-18,,"Ventura, CA",0.0,0.0,0.0,0.0,4.0,18.0,0.0,68.0,Tracy Duffey,W,False,False,False,Tracy Duffey,44.8,1.0,46.0,68.0,47.0
6620,Vladia Vignato,United States,1975-03-14,"Santa Monica, CA","Santa Monica, CA",0.0,0.0,0.0,0.0,35.0,774.0,0.0,67.0,Vladia Vignato,W,False,False,False,Vladia Vignato,46.65217391304348,13.0,44.0,67.0,47.0
6621,Leilani Kamahoahoa,United States,1979-11-12,"Oregon City, OR","Los Angeles, CA",0.0,0.0,0.0,0.0,37.0,829.0,0.0,69.0,Leilani Kamahoahoa,W,False,False,False,Leilani Kamahoahoa,44.20454545454545,17.0,42.0,69.0,43.0
6622,Valerie Pryor,United States,1978-04-17,,"Studio City, CA",0.0,0.0,0.0,0.0,17.0,172.0,0.0,68.0,Valerie Pryor,W,False,False,False,Valerie Pryor,48.523809523809526,8.0,49.0,68.0,44.0
6623,Tina Daly,United States,1976-02-18,"Huntington Beach, CA","Santa Barbara, CA",0.0,0.0,0.0,0.0,6.0,33.0,0.0,66.0,Tina Daly,W,False,False,False,Tina Daly,34.5,4.0,35.5,66.0,46.0
6624,Desiree Partlow,United States,1981-08-15,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,2.0,10.0,0.0,,Desiree Partlow,W,False,False,False,Desiree Partlow,32.0,2.0,32.0,70.00311958405545,41.0
6625,Nate Michael,United States,1979-07-28,"Fresno, CA","Rancho Cucamonga, CA",0.0,0.0,0.0,0.0,13.0,75.0,0.0,75.0,Nate Michael,M,False,False,False,Nate Michael,42.25,4.0,39.5,75.0,43.0
6626,Will Paulson,United States,1979-08-19,"Ham Lake, MN","Newport Beach, CA",0.0,0.0,0.0,0.0,8.0,45.0,0.0,73.0,Will Paulson,M,False,False,False,Will Paulson,44.38461538461539,1.0,42.0,73.0,43.0
6627,Chrissie Zartman,United States,1983-09-29,"Hermosa Beach, CA","Hermosa Beach, CA",0.0,0.0,0.0,0.0,66.0,2579.0,0.0,63.0,Chrissie Zartman,W,False,False,False,Chrissie Zartman,42.94082840236686,12.0,40.0,63.0,39.0
6628,Kim Collins,United States,,,"Goleta, CA",0.0,0.0,0.0,0.0,2.0,10.0,0.0,,Kim Collins,W,False,False,False,,,,,70.00311958405545,
6629,Shayna Breed Guigliano,United States,1977-11-11,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,13.0,136.0,0.0,71.0,Shayna Guigliano,W,False,False,False,Shayna Guigliano,47.64705882352941,4.0,45.0,71.0,45.0
6630,K.C. Collins,United States,1966-10-20,"Oahu, HI","Carpinteria, CA",0.0,0.0,0.0,0.0,2.0,10.0,0.0,66.0,K.C. Collins,W,False,False,False,K.C. Collins,39.0,2.0,39.0,66.0,56.0
6631,Ella Harley,United States,1981-05-27,,"Santa Cruz, CA",0.0,0.0,0.0,0.0,7.0,39.0,0.0,,Ella Harley,W,False,False,False,Ella Harley,40.875,2.0,36.0,70.00311958405545,41.0
6632,Nicholas Ellis,United States,1985-09-02,"Cardiff, CA","San Diego, CA",0.0,0.0,0.0,0.0,10.0,40.0,0.0,73.0,Nicholas Ellis,M,False,False,False,Nicholas Ellis,50.53846153846154,5.0,50.0,73.0,37.0
6633,Semírames Perazzo Mimi Amaral Marins,Brazil,1977-11-16,Vitoria,Rio de Janeiro,0.0,2.0,3.0,0.0,29.0,2776.0,0.17,72.0,Mimi Amaral,W,False,False,False,Mimi Amaral,43.87301587301587,6.0,41.5,72.0,45.0
6634,Dominique Duchaine,Canada,1979-05-04,,,0.0,0.0,0.0,0.0,3.0,2.0,0.0,,Dominique Duchaine,W,False,False,False,Dominique Duchaine,39.0,1.0,39.0,70.00311958405545,43.0
6635,Marie-Christine Mondor,Canada,1985-06-25,Montreal,Mascouche,1.0,1.0,0.0,0.0,34.0,311.0,0.06,73.0,Marie-Christine Mondor,W,False,False,False,Marie-Christine Mondor,42.55172413793103,2.0,40.0,73.0,37.0
6636,Jingting Zhang,China,,,,0.0,0.0,0.0,0.0,2.0,60.0,0.0,,Jingting Zhang,W,False,False,False,,,,,70.00311958405545,
6637,Christie Mokotupu,Australia,,,,0.0,0.0,0.0,0.0,7.0,41.0,0.0,,Christie Mokotupu,W,False,False,False,,,,,70.00311958405545,
6638,Zhongji Jiang,China,1986-12-11,Shanghai,Shanghai,0.0,0.0,0.0,1.0,5.0,88.0,0.0,73.0,Zhongji Jiang,W,False,False,False,Zhongji Jiang,37.75,2.0,37.5,73.0,36.0
6639,Virginie Sarpaux,France,1977-06-12,Mulhouse,Toulouse,0.0,1.0,0.0,1.0,66.0,3591.0,0.02,76.0,Virginie Sarpaux,W,False,False,False,Virginie Sarpaux,45.44134078212291,4.0,43.0,76.0,45.0
6640,Martha Revuelta,Mexico,1986-09-06,Mexico City,Mazatlán,6.0,13.0,20.0,6.0,91.0,6041.0,0.43,71.0,Martha Revuelta,W,False,False,False,Martha Revuelta,39.554054054054056,3.0,37.5,71.0,36.0
6641,Ágatha Bednarczuk,Brazil,1983-06-22,Curitiba,Rio de Janeiro,12.0,14.0,15.0,6.0,142.0,25222.0,0.29,72.0,Agatha Bednarczuk,W,False,False,False,Agatha Bednarczuk,42.093023255813954,6.0,39.0,72.0,39.0
6642,Marie-Christine Pruneau,Canada,1983-12-05,Sherbrooke,"Windsor, QC",0.0,0.0,0.0,0.0,17.0,303.0,0.0,67.0,Marie-Christine Pruneau,W,False,False,False,Marie-Christine Pruneau,43.18181818181818,3.0,40.0,67.0,39.0
6643,Martin Reader,Canada,1984-05-02,"Comox, BC",Courtenay,1.0,2.0,5.0,5.0,78.0,2080.0,0.1,79.0,Martin Reader,M,False,False,False,Martin Reader,47.0,6.0,44.0,79.0,38.0
6645,Hongyong Zheng,China,,,,0.0,0.0,0.0,0.0,4.0,33.0,0.0,,Hongyong Zheng,M,False,False,False,,,,,75.096018735363,
6646,Jialu Li,China,1985-02-13,Shanghai,Shanghai,0.0,0.0,0.0,1.0,9.0,767.0,0.0,76.0,Jialu Li,M,False,False,False,Jialu Li,46.09090909090909,3.0,44.0,76.0,37.0
6647,Ray Sewell,Canada,1981-11-24,Calgary,Calgary,1.0,0.0,1.0,3.0,28.0,839.0,0.07,72.0,Ray Sewell,M,False,False,False,Ray Sewell,47.142857142857146,5.0,48.0,72.0,41.0
6648,Scott Lahey,Canada,1981-11-24,,,0.0,0.0,0.0,0.0,5.0,6.0,0.0,,Scott Lahey,M,False,False,False,Scott Lahey,48.5,1.0,47.5,75.096018735363,41.0
6649,Gustav Svensson,Sweden,1981-02-09,Gothenburg,Gothenburg,0.0,0.0,0.0,0.0,1.0,6.0,0.0,76.0,Gustav Svensson,M,False,False,False,Gustav Svensson,35.0,1.0,35.0,76.0,41.0
6651,Anton Kulikovsky,Russia,1982-03-04,Moscow,Moskow,1.0,0.0,1.0,1.0,15.0,167.0,0.13,78.0,Anton Kulikovsky,M,False,False,False,Anton Kulikovsky,39.22222222222222,3.0,37.0,78.0,40.0
6652,Terje Oevergaard,Norway,1974-06-13,Tromso,Tromso,0.0,0.0,0.0,0.0,23.0,599.0,0.0,77.0,Terje Oevergaard,M,False,False,False,Terje Oevergaard,48.15151515151515,3.0,45.0,77.0,48.0
6653,Fredrik Gustafson,Sweden,1982-03-14,,,0.0,0.0,0.0,0.0,9.0,42.0,0.0,74.0,Fredrik Gustafson,M,False,False,False,Fredrik Gustafson,38.5,1.0,35.0,74.0,40.0
6654,Radmila Beresneva,Kazakhstan,,,,0.0,0.0,0.0,0.0,5.0,28.0,0.0,,Radmila Beresneva,W,False,False,False,,,,,70.00311958405545,
6655,Svetlana Savchenko,Kazakhstan,1985-05-04,Amatinskaya obl.,Kapshagay,0.0,0.0,0.0,0.0,6.0,28.0,0.0,,Svetlana Savchenko,W,False,False,False,Svetlana Savchenko,31.33333333333333,1.0,32.0,70.00311958405545,37.0
6656,Olessya Ignatchik,Kazakhstan,1987-12-04,Almaty,Almaty,0.0,0.0,0.0,0.0,4.0,25.0,0.0,71.0,Olessya Ignatchik,W,False,False,False,Olessya Ignatchik,37.0,2.0,34.0,71.0,35.0
6659,Jeff Conover,United States,1982-04-11,"San Diego, CA","San Diego, CA",0.0,0.0,0.0,0.0,23.0,138.0,0.0,76.0,Jeff Conover,M,False,False,False,Jeff Conover,44.885714285714286,9.0,44.0,76.0,40.0
6660,Isaac Kneubuhl,United States,,,"Northridge, CA",0.0,0.0,0.0,0.0,4.0,19.0,0.0,,Isaac Kneubuhl,M,False,False,False,,,,,75.096018735363,
6661,Brent Curtis,United States,,,"Encinitas, CA",0.0,0.0,0.0,0.0,1.0,2.0,0.0,,Brent Curtis,M,False,False,False,,,,,75.096018735363,
6662,Mike Myrdal,United States,1972-05-10,"Holden, MA","Hermosa Beach, CA",0.0,0.0,0.0,0.0,3.0,7.0,0.0,72.0,Mike Myrdal,M,False,False,False,Mike Myrdal,40.0,2.0,38.0,72.0,50.0
6663,Xavier Garcia,United States,1976-02-05,,"Lake Jackson, TX",0.0,0.0,0.0,0.0,1.0,2.0,0.0,,Xavier Garcia,M,False,False,False,Xavier Garcia,55.0,1.0,55.0,75.096018735363,46.0
6669,Carly Beck,United States,,,"San Diego, CA",0.0,0.0,0.0,0.0,2.0,10.0,0.0,,Carly Beck,W,False,False,False,,,,,70.00311958405545,
6670,Kari Logan,United States,,,"San Diego, CA",0.0,0.0,0.0,0.0,2.0,10.0,0.0,,Kari Logan,W,False,False,False,,,,,70.00311958405545,
6672,Jennifer Janszen,United States,1978-05-16,"Cincinnati, OH","San Diego, CA",0.0,0.0,0.0,0.0,4.0,23.0,0.0,75.0,Jennifer Janszen,W,False,False,False,Jennifer Janszen,42.0,3.0,39.5,75.0,44.0
6673,Carol Hamilton Welcher,United States,1981-04-18,"San Diego, CA","El Cajon, CA",0.0,0.0,0.0,0.0,34.0,1639.0,0.0,74.0,Carol Welcher,W,False,False,False,Carol Welcher,45.85507246376812,12.0,43.0,74.0,41.0
6674,Courtney Huffman,United States,1980-01-12,,"Chicago, IL",0.0,0.0,0.0,0.0,4.0,28.0,0.0,,Courtney Huffman,W,False,False,False,Courtney Huffman,38.0,3.0,40.0,70.00311958405545,42.0
6675,Sandy Martin,United States,1977-04-26,"Mesa, AZ","Mesa, AZ",0.0,0.0,0.0,0.0,3.0,14.0,0.0,75.0,Sandy Martin,W,False,False,False,Sandy Martin,37.66666666666666,2.0,36.0,75.0,45.0
11161,Andy Marin,Belize,1977-04-26,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,Sandy Martin,W,False,False,False,Sandy Martin,37.66666666666666,2.0,36.0,75.0,45.0
6676,Shannon Nelson,United States,,,"Phoeniz, AZ",0.0,0.0,0.0,0.0,2.0,10.0,0.0,,Shannon Nelson,W,False,False,False,,,,,70.00311958405545,
6677,Brandon Vegter,United States,1977-07-26,,"Coronado, CA",0.0,0.0,0.0,0.0,3.0,9.0,0.0,76.0,Brandon Vegter,M,False,False,False,Brandon Vegter,48.25,2.0,48.0,76.0,45.0
6678,Kyle Krauss,United States,1979-04-20,,"Henderson, NV",0.0,0.0,0.0,0.0,1.0,2.0,0.0,,Kyle Krauss,M,False,False,False,Kyle Krauss,60.0,1.0,60.0,75.096018735363,43.0
6684,Geoff Cryst,United States,1974-11-19,"Tonawanda, NY","Long Beach, CA",0.0,0.0,0.0,0.0,7.0,58.0,0.0,77.0,Geoff Cryst,M,False,False,False,Geoff Cryst,50.45,2.0,47.0,77.0,48.0
6685,Alex Padilla,United States,1974-04-04,"Malaga, Spain","West Los Angeles, CA",0.0,0.0,0.0,0.0,43.0,1063.0,0.0,75.0,Alex Padilla,M,False,False,False,Alex Padilla,44.83720930232558,26.0,43.0,75.0,48.0
6686,Scott Warren,United States,1982-08-12,,"North Hollywood, CA",0.0,0.0,0.0,0.0,3.0,38.0,0.0,,Scott Warren,M,False,False,False,Scott Warren,43.0,2.0,47.0,75.096018735363,40.0
6687,Jeff Taylor,United States,1982-05-14,,"Mission Viejo, CA",0.0,0.0,0.0,0.0,4.0,30.0,0.0,76.0,Jeff Taylor,M,False,False,False,Jeff Taylor,49.18181818181818,2.0,48.0,76.0,40.0
6688,Nathan Martin,United States,1978-01-03,,"Laguna Niguel, CA",0.0,0.0,0.0,0.0,4.0,14.0,0.0,,Nathan Martin,M,False,False,False,Nathan Martin,50.8,3.0,51.0,75.096018735363,44.0
6691,Shawn Essert,United States,1966-07-16,,"Marina Del Rey, CA",0.0,0.0,0.0,0.0,11.0,70.0,0.0,78.0,Shawn Essert,M,False,False,False,Shawn Essert,50.94736842105263,5.0,45.0,78.0,56.0
6692,Juan Cabeza,United States,1978-07-08,"Buenos Aires, Argentina","Redondo Beach, CA",0.0,0.0,0.0,0.0,11.0,43.0,0.0,74.0,Juan Cabeza,M,False,False,False,Juan Cabeza,49.77777777777778,5.0,46.5,74.0,44.0
6693,Jen Gilbert,United States,,,"San Diego, CA",0.0,0.0,0.0,0.0,1.0,4.0,0.0,,Jen Gilbert,W,False,False,False,,,,,70.00311958405545,
6694,Aurora Salas,United States,,,"San Diego, CA",0.0,0.0,0.0,0.0,1.0,4.0,0.0,,Aurora Salas,W,False,False,False,,,,,70.00311958405545,
6696,Angela McHenry Bryan,United States,1977-07-13,"Covina, CA","San Diego, CA",0.0,0.0,2.0,1.0,66.0,3505.0,0.03,69.0,Angela Bryan,W,False,False,False,Angela Bryan,45.19594594594594,12.0,43.0,69.0,45.0
6697,Lauren Mills,United States,1982-03-24,"Pompton Plains, NJ","Westlake Village, CA",0.0,0.0,0.0,0.0,55.0,2104.0,0.0,68.0,Lauren Mills,W,False,False,False,Lauren Mills,42.81730769230769,17.0,40.0,68.0,40.0
6698,Charnette Fair,United States,1979-06-29,"Riverside, CA","Hawthorne, CA",0.0,0.0,0.0,0.0,14.0,131.0,0.0,72.0,Charnette Fair,W,False,False,False,Charnette Fair,42.7037037037037,6.0,42.0,72.0,43.0
6699,Tiffany Verbick,United States,,,,0.0,0.0,0.0,0.0,2.0,10.0,0.0,,Tiffany Verbick,W,False,False,False,,,,,70.00311958405545,
6701,Daniela Gioria,Italy,1979-07-04,Borgomanero,Colazza,0.0,0.0,1.0,1.0,122.0,8290.0,0.01,71.0,Daniela Gioria,W,False,False,False,Daniela Gioria,41.86119873817034,6.0,39.0,71.0,43.0
6702,Daniela Fonicello,Italy,1985-09-27,,,0.0,0.0,0.0,0.0,4.0,7.0,0.0,,Daniela Fonicello,W,False,False,False,Daniela Fonicello,,1.0,,70.00311958405545,37.0
6703,Adelaide Salerno,Italy,,,,0.0,0.0,0.0,0.0,6.0,19.0,0.0,,Adelaide Salerno,W,False,False,False,,,,,70.00311958405545,
6704,Laura Ludwig,Germany,1986-01-13,Berlin,Hamburg,23.0,17.0,17.0,8.0,195.0,35283.0,0.29,70.0,Laura Ludwig,W,False,False,False,Laura Ludwig,42.36206896551724,4.0,40.0,70.0,36.0
6705,Renee LaRoque,Canada,,,,0.0,0.0,0.0,0.0,4.0,57.0,0.0,,Renee LaRoque,W,False,False,False,,,,,70.00311958405545,
