BVB_ID,player_name_x,player_country,DOB_x,home_town,resides,total_first,total_second,total_third,total_forth,total_played,total_points,podium%,height_inches_x,height_cm,DOB_date,DOB_str,big_stat_player_name,gender,player_name_y,DOB_y,height_inches_y
7094,Marcus Skacel,United States,,"Laguna Nigel, CA","Laguna Nigel, CA",0.0,0.0,0.0,0.0,1.0,3.0,,,,,,Marcus Skacel,M,Marcus Skacel,,
7095,Dave Longyear,United States,,,,0.0,0.0,0.0,0.0,1.0,6.0,,,,,,Dave Longyear,M,Dave Longyear,,
7096,Kevin McColloch,United States,1984-04-19,"Solano Beach, CA","Solano Beach, CA",1.0,1.0,2.0,2.0,83.0,7080.0,,77.0,195.58,1984-04-19,"April 19, 1984 (39 years old)",Kevin McColloch,M,Kevin McColloch,1984-04-19,77.0
7097,Bryan Berman,United States,,,,0.0,0.0,0.0,0.0,1.0,6.0,,,,,,Bryan Berman,M,Bryan Berman,,
7098,Thomas Oley,United States,1973-05-25,,"Ft. Worth, TX",0.0,0.0,0.0,0.0,2.0,7.0,,,,1973-05-25,"May 25, 1973 (50 years old)",Thomas Oley,M,Thomas Oley,1973-05-25,
7099,Nicholas Whirtenan,United States,,,,0.0,0.0,0.0,0.0,1.0,3.0,,,,,,Nicholas Whirtenan,M,Nicholas Whirtenan,,
7103,David Englert,United States,1974-02-18,"Indianapolis, IN","Indianapolis, IN",0.0,0.0,0.0,0.0,3.0,81.0,,75.0,190.5,1974-02-18,"February 18, 1974 (49 years old)",David Englert,M,David Englert,1974-02-18,75.0
7106,Ric Cervantes,United States,1988-02-06,"Santa Barbara, CA","Santa Barbara, CA",0.0,0.0,0.0,0.0,18.0,1824.0,,71.0,180.34,1988-02-06,"February 6, 1988 (35 years old)",Ric Cervantes,M,Ric Cervantes,1988-02-06,71.0
7107,Dan Madden,United States,1979-10-21,,"Hermosa Beach, CA",0.0,0.0,0.0,0.0,24.0,341.0,,72.0,182.88,1979-10-21,"October 21, 1979 (43 years old)",Dan Madden,M,Dan Madden,1979-10-21,72.0
7108,Chris Icaza,United States,1987-02-19,,"Manhattan Beach, CA",0.0,0.0,2.0,0.0,25.0,878.0,,,,1987-02-19,"February 19, 1987 (36 years old)",Chris Icaza,M,Chris Icaza,1987-02-19,
7109,Matt Wade,United States,1992-03-06,,"La Mirada, CA",0.0,0.0,0.0,0.0,1.0,3.0,,,,1992-03-06,"March 6, 1992 (31 years old)",Matt Wade,M,Matt Wade,1992-03-06,
7110,Jon Hollosi,United States,1965-03-19,,"Hermosa Beach, CA",0.0,0.0,0.0,0.0,4.0,11.0,,72.0,182.88,1965-03-19,"March 19, 1965 (58 years old)",Jon Hollosi,M,Jon Hollosi,1965-03-19,72.0
7123,Stephan Talmon-Gros,Switzerland,1975-11-12,Horgen,Zürich,0.0,0.0,0.0,0.0,6.0,61.0,,79.0,200.66,1975-11-12,"November 12, 1975 (47 years old)",Stephan Talmon-Gros,M,Stephan Talmon-Gros,1975-11-12,79.0
7125,Anders Lund Hoyer,Denmark,1983-09-04,Odense,Odense,1.0,0.0,0.0,1.0,109.0,5434.0,,78.0,198.12,1983-09-04,"September 4, 1983 (39 years old)",Anders Lund Hoyer,M,Anders Lund Hoyer,1983-09-04,78.0
7126,Stine Andreasen Lollesgaard,Denmark,1984-04-12,Odense,Odense,0.0,0.0,0.0,1.0,54.0,1208.0,,69.0,175.26,1984-04-12,"April 12, 1984 (39 years old)",Stine Andreasen,W,Stine Andreasen,1984-04-12,69.0
7127,JoAnna Papageorgiou,Greece,1979-08-24,"Rock Island, IL","Athens, CA",0.0,0.0,0.0,0.0,46.0,1106.0,,72.0,182.88,1979-08-24,"August 24, 1979 (43 years old)",JoAnna Papageorgiou,W,JoAnna Papageorgiou,1979-08-24,72.0
7128,Tyson Baker,United States,1977-03-10,,"Boulder, CO",0.0,0.0,0.0,0.0,3.0,16.0,,,,1977-03-10,"March 10, 1977 (46 years old)",Tyson Baker,M,Tyson Baker,1977-03-10,
7129,Chris Funk,United States,,,,0.0,0.0,0.0,0.0,1.0,6.0,,,,,,Chris Funk,M,Chris Funk,,
7131,Chris Stagnaro,United States,,,,0.0,0.0,0.0,0.0,1.0,6.0,,,,,,Chris Stagnaro,M,Chris Stagnaro,,
7132,Shayla Glendenning,United States,1975-12-30,"Missoula, MT","Parker, CO",0.0,0.0,0.0,0.0,2.0,12.0,,71.0,180.34,1975-12-30,"December 30, 1975 (47 years old)",Shayla Glendenning,W,Shayla Glendenning,1975-12-30,71.0
7134,Jenee Gilliam,United States,1976-04-14,,"Englewood, CO",0.0,0.0,0.0,0.0,6.0,261.0,,,,1976-04-14,"April 14, 1976 (47 years old)",Jenee Gilliam,W,Jenee Gilliam,1976-04-14,
7136,Katherine Zakrzewski,Canada,1979-08-25,"Etobicoke, ON","Mississauga, ON",2.0,0.0,1.0,0.0,46.0,901.0,,71.0,180.34,1979-08-25,"August 25, 1979 (43 years old)",Katherine Zakrzewski,W,Katherine Zakrzewski,1979-08-25,71.0
7138,Vanessa Virgen,Mexico,1984-07-11,"Manzanillo, Colima","Manzanillo, Colima",0.0,5.0,7.0,7.0,39.0,1376.0,,68.0,172.72,1984-07-11,"July 11, 1984 (38 years old)",Vanessa Virgen,W,Vanessa Virgen,1984-07-11,68.0
7139,Alejandra Acosta,Mexico,1986-07-01,Guadalajara,Guadalajara,0.0,0.0,0.0,3.0,7.0,240.0,,70.0,177.8,1986-07-01,"July 1, 1986 (37 years old)",Alejandra Acosta,W,Alejandra Acosta,1986-07-01,70.0
7141,Jessi Michael William Lelliott,Canada,1979-03-05,"Vancouver, BC","Toronto, ON",0.0,2.0,2.0,0.0,41.0,840.0,,74.0,187.96,1979-03-05,"March 5, 1979 (44 years old)",Jessi Lelliott,M,Jessi Lelliott,1979-03-05,74.0
7142,Pablo Guzman,Mexico,1971-09-17,Guadalajara,Guadalaraja,0.0,0.0,0.0,0.0,4.0,87.0,,72.0,182.88,1971-09-17,"September 17, 1971 (51 years old)",Pablo Guzman,M,Pablo Guzman,1987-02-06,74.0
7142,Pablo Guzman,Mexico,1971-09-17,Guadalajara,Guadalaraja,0.0,0.0,0.0,0.0,4.0,87.0,,72.0,182.88,1971-09-17,"September 17, 1971 (51 years old)",Pablo Guzman,M,Pablo Guzman,1971-09-17,72.0
17232,Pablo Guzman,Puerto Rico,1987-06-02,,,1.0,0.0,1.0,1.0,6.0,230.0,,74.0,187.96,1987-06-02,"June 2, 1987 (36 years old)",Pablo Guzman,M,Pablo Guzman,1987-02-06,74.0
17232,Pablo Guzman,Puerto Rico,1987-06-02,,,1.0,0.0,1.0,1.0,6.0,230.0,,74.0,187.96,1987-06-02,"June 2, 1987 (36 years old)",Pablo Guzman,M,Pablo Guzman,1971-09-17,72.0
7143,Hector Rojo,Mexico,1983-12-14,Mazatlan,Mazatlan,0.0,0.0,0.0,0.0,3.0,42.0,,75.0,190.5,1983-12-14,"December 14, 1983 (39 years old)",Hector Rojo,M,Hector Rojo,1983-12-04,75.0
7144,Ulises Ontiveros,Mexico,1985-12-16,"Escuinapa, Sinaloa",CULIACAN ,1.0,1.0,4.0,0.0,28.0,996.0,,76.0,193.04,1985-12-16,"December 16, 1985 (37 years old)",Ulises Ontiveros,M,Ulises Ontiveros,1985-12-16,76.0
7145,Rodolfo Lombardo Ontiveros,Mexico,1983-11-09,"Escuinapa, Sinaloa","Mazatlan, Sinaloa",14.0,7.0,9.0,1.0,117.0,12622.0,,74.0,187.96,1983-11-09,"November 9, 1983 (39 years old)",Lombardo Ontiveros,M,Lombardo Ontiveros,1983-11-09,74.0
7147,Jenny Peterson,United States,,,,0.0,0.0,0.0,0.0,1.0,6.0,,,,,,Jenny Peterson,W,Jenny Peterson,,
7148,Sebastian Fuchs,Germany,1986-07-24,Eckernforde,Eckernforde,2.0,0.0,2.0,3.0,59.0,4871.0,,79.0,200.66,1986-07-24,"July 24, 1986 (36 years old)",Sebastian Fuchs,M,Sebastian Fuchs,1986-07-24,79.0
7149,Thomas Kaczmarek,Germany,1986-01-04,"Myslowice, Poland",Dortmund,7.0,0.0,4.0,4.0,90.0,4943.0,,75.0,190.5,1986-01-04,"January 4, 1986 (37 years old)",Thomas Kaczmarek,M,Thomas Kaczmarek,1986-01-04,75.0
7150,Jesse Wesolowski,United States,1976-05-19,,"West Allis, WI",0.0,0.0,0.0,0.0,6.0,237.0,,,,1976-05-19,"May 19, 1976 (47 years old)",Jesse Wesolowski,M,Jesse Wesolowski,1976-05-19,
7151,Jeff Paine,United States,,,,0.0,0.0,0.0,0.0,1.0,5.0,,,,,,Jeff Paine,M,Jeff Paine,,
7152,Derek Bolinger,United States,,,,0.0,0.0,0.0,0.0,1.0,5.0,,,,,,Derek Bolinger,M,Derek Bolinger,,
7153,Jason Fistick,United States,1980-11-21,,"Columbus, OH",0.0,0.0,0.0,0.0,5.0,23.0,,,,1980-11-21,"November 21, 1980 (42 years old)",Jason Fistick,M,Jason Fistick,1980-11-21,
7156,Nate Gustus,United States,1984-04-30,,"Mount Prospect, IL",0.0,0.0,0.0,0.0,2.0,8.0,,75.0,190.5,1984-04-30,"April 30, 1984 (39 years old)",Nate Gustus,M,Nate Gustus,1984-04-30,75.0
7157,Steven VanderWerp,United States,1990-03-30,"Grand Haven, MI","Grand Haven, MI",2.0,1.0,2.0,1.0,54.0,2952.0,,72.0,182.88,1990-03-30,"March 30, 1990 (33 years old)",Steven VanderWerp,M,Steven VanderWerp,1990-03-30,72.0
7158,Dustin Miller,United States,1984-11-14,,"Fruitport, MI",0.0,0.0,0.0,0.0,5.0,101.0,,,,1984-11-14,"November 14, 1984 (38 years old)",Dustin Miller,M,Dustin Miller,1984-11-14,
7159,Corey Robertson,United States,1978-10-26,"Clearwater Beach, FL","Columbus, OH",0.0,0.0,0.0,0.0,2.0,16.0,,74.0,187.96,1978-10-26,"October 26, 1978 (44 years old)",Corey Robertson,M,Corey Robertson,1978-10-26,74.0
7160,Karla Dettling,United States,1981-02-14,"Chelsea, MI","Muskegon, MI",0.0,0.0,0.0,0.0,3.0,18.0,,71.0,180.34,1981-02-14,"February 14, 1981 (42 years old)",Karla Dettling,W,Karla Dettling,1981-02-14,71.0
7161,Jim Brumbaugh,United States,,,,0.0,0.0,0.0,0.0,1.0,5.0,,,,,,Jim Brumbaugh,M,Jim Brumbaugh,,
7162,Rusty Opper,United States,1980-10-24,"Chardon, OH","Cincinnati, OH",0.0,0.0,0.0,0.0,11.0,154.0,,74.0,187.96,1980-10-24,"October 24, 1980 (42 years old)",Rusty Opper,M,Rusty Opper,1980-10-24,74.0
7165,Jeff Soler,United States,1982-11-23,,"Boynton Beach, FL",1.0,0.0,0.0,0.0,12.0,623.0,,78.0,198.12,1982-11-23,"November 23, 1982 (40 years old)",Jeff Soler,M,Jeff Soler,1982-11-23,78.0
7166,Dan Stubinski,United States,1978-03-29,"Grand Forks, ND","Houston, TX",0.0,0.0,0.0,0.0,20.0,1921.0,,77.0,195.58,1978-03-29,"March 29, 1978 (45 years old)",Dan Stubinski,M,Dan Stubinski,1978-03-29,77.0
7169,Katie Lee Carter,United States,1981-03-16,,"Nashville, TN",0.0,0.0,0.0,0.0,22.0,588.0,,72.0,182.88,1981-03-16,"March 16, 1981 (42 years old)",Katie Lee Carter,W,Katie Lee Carter,1981-03-16,72.0
7170,Crissie Cunha,United States,1982-11-08,,"Antioch, TN",0.0,0.0,0.0,0.0,1.0,10.0,,,,1982-11-08,"November 8, 1982 (40 years old)",Crissie Cunha,W,Crissie Cunha,1982-11-08,
7171,Jennifer Leone,United States,1981-02-13,,"Churchville, NY",0.0,0.0,0.0,0.0,6.0,55.0,,70.0,177.8,1981-02-13,"February 13, 1981 (42 years old)",Jennifer Leone,W,Jennifer Leone,1981-02-13,70.0
7172,Sarah VanderMolen,United States,1979-01-08,,"Hudsonville, MI",0.0,0.0,0.0,0.0,3.0,33.0,,,,1979-01-08,"January 8, 1979 (44 years old)",Sarah VanderMolen,W,Sarah VanderMolen,1979-01-08,
7173,Wayne Bopp,United States,1966-01-18,"Katy, TX","Houston, TX",0.0,0.0,0.0,0.0,3.0,55.0,,72.0,182.88,1966-01-18,"January 18, 1966 (57 years old)",Wayne Bopp,M,Wayne Bopp,1966-01-18,72.0
7174,Marcin Dybka,Poland,1977-05-06,Kluczbork,Kluczbork,0.0,0.0,0.0,0.0,10.0,173.0,,80.0,203.2,1977-05-06,"May 6, 1977 (46 years old)",Marcin Dybka,M,Marcin Dybka,1977-05-06,80.0
7175,Zachary Franklin,United States,1983-03-03,,"Columbus, OH",0.0,0.0,0.0,0.0,14.0,190.0,,74.0,187.96,1983-03-03,"March 3, 1983 (40 years old)",Zachary Franklin,M,Zachary Franklin,1983-03-03,74.0
7176,Nic Stojak,United States,1980-12-29,"Hilliard, OH","Columbus, OH",0.0,0.0,0.0,0.0,16.0,1021.0,,74.0,187.96,1980-12-29,"December 29, 1980 (42 years old)",Nic Stojak,M,Nic Stojak,1980-12-29,74.0
7177,Tim Haeffner,United States,1978-06-22,"Dayton, WY","Nashville, TN",0.0,0.0,0.0,0.0,10.0,138.0,,76.0,193.04,1978-06-22,"June 22, 1978 (45 years old)",Tim Haeffner,M,Tim Haeffner,1978-06-22,76.0
7178,Brad Northcut,United States,1977-08-31,,"Nashville, TN",0.0,0.0,0.0,0.0,1.0,5.0,,,,1977-08-31,"August 31, 1977 (45 years old)",Brad Northcut,M,Brad Northcut,1977-08-31,
7179,Marc Kremers,United States,1982-01-07,,"Howell, MI",0.0,0.0,0.0,0.0,1.0,5.0,,,,1982-01-07,"January 7, 1982 (41 years old)",Marc Kremers,M,Marc Kremers,1982-01-07,
7180,David Vander Meer,United States,1992-04-10,"Grand Rapids, MI","Costa Mesa, CA",0.0,0.0,0.0,0.0,40.0,5240.0,,69.0,175.26,1992-04-10,"April 10, 1992 (31 years old)",David Vander Meer,M,David Vander Meer,1992-04-10,
7181,Scott McGill,United States,,,"Wexford, PA",0.0,0.0,0.0,0.0,1.0,10.0,,,,,,Scott McGill,M,Scott McGill,,
7182,Pete Wuerstle,United States,,,"San Diego, CA",0.0,0.0,0.0,0.0,1.0,10.0,,,,,,Pete Wuerstle,M,Pete Wuerstle,,
7183,Jeff Ptak,United States,1979-11-11,"Hamburg, NY","Colorado Springs, CO",0.0,0.0,0.0,0.0,2.0,14.0,,76.0,193.04,1979-11-11,"November 11, 1979 (43 years old)",Jeff Ptak,M,Jeff Ptak,1979-11-11,76.0
7184,Georgia Terzoglou,Greece,1988-07-28,Thessaloniki,,0.0,0.0,0.0,0.0,11.0,196.0,,66.0,167.64000000000001,1988-07-28,"July 28, 1988 (34 years old)",Georgia Terzoglou,W,Georgia Terzoglou,1989-07-28,66.0
7185,Foteini Tsantopoulou,Greece,1988-03-21,Volos,,0.0,0.0,0.0,0.0,10.0,100.0,,70.0,177.8,1988-03-21,"March 21, 1988 (35 years old)",Foteini Tsantopoulou,W,Foteini Tsantopoulou,1988-03-21,70.0
7186,Frankelina Rodriguez,Venezuela,1978-10-25,Cumanacoa,Sucre,0.0,0.0,0.0,0.0,5.0,40.0,,68.0,172.72,1978-10-25,"October 25, 1978 (44 years old)",Frankelina Rodriguez,W,Frankelina Rodriguez,1978-10-25,68.0
7188,Foteini Ourania Papageorgiou,Greece,1981-02-16,ATHENS,Athens,0.0,0.0,0.0,1.0,4.0,133.0,,72.0,182.88,1981-02-16,"February 16, 1981 (42 years old)",Foteini Papageorgiou,W,Foteini Papageorgiou,1981-02-16,72.0
7190,Georgios Petreas,Greece,1986-11-19,Messina,KALAMATA,0.0,0.0,0.0,0.0,2.0,22.0,,79.0,200.66,1986-11-19,"November 19, 1986 (36 years old)",Georgios Petreas,M,Georgios Petreas,1986-11-19,79.0
7192,Fabien Dugrip,France,1976-03-29,Sete,Sete,1.0,2.0,0.0,0.0,98.0,4149.0,,75.0,190.5,1976-03-29,"March 29, 1976 (47 years old)",Fabien Dugrip,M,Fabien Dugrip,1976-03-29,75.0
7193,Michiel Boersma,Netherlands,1975-11-28,AMSTERDAM,Amsterdam,0.0,0.0,0.0,0.0,1.0,10.0,,77.0,195.58,1975-11-28,"November 28, 1975 (47 years old)",Michiel Boersma,M,Michiel Boersma,1975-11-28,77.0
7194,Mike Edwards,United States,,,,0.0,0.0,0.0,0.0,1.0,5.0,,,,,,Mike Edwards,M,Mike Edwards,,
7195,Martin Ruul,Estonia,1986-10-06,"Tartu, Estonia",Tartu,0.0,0.0,0.0,0.0,11.0,139.0,,76.0,193.04,1986-10-06,"October 6, 1986 (36 years old)",Martin Ruul,M,Martin Ruul,1986-10-06,76.0
7205,Nelio José Monteira Mendonça,Portugal,,,,0.0,0.0,0.0,0.0,2.0,12.0,,,,,,Jose Monteiro,M,Jose Monteiro,1991-10-21,72.0
10785,Jose Pedro Monteiro,Portugal,1991-10-21,Espinho,,0.0,0.0,0.0,0.0,2.0,40.0,,73.0,185.42000000000002,1991-10-21,"October 21, 1991 (31 years old)",Jose Monteiro,M,Jose Monteiro,1991-10-21,72.0
7207,Henny Diliana,Indonesia,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,Henny Diliana,W,Henny Diliana,,
7208,Ike Prasetya,Indonesia,,,,0.0,0.0,0.0,0.0,1.0,20.0,,,,,,Ike Prasetya,W,Ike Prasetya,,
7213,Mariela Celestina Duce,Argentina,1977-08-02,Concordia,Entre Rios,0.0,0.0,0.0,0.0,2.0,11.0,,63.0,160.02,1977-08-02,"August 2, 1977 (45 years old)",Mariela Celestina Duce,W,Mariela Celestina Duce,1977-08-02,63.0
7228,Stefan Richtarik,Luxembourg,,,,0.0,0.0,0.0,0.0,11.0,76.0,,,,,,Stefan Richtarik,M,Stefan Richtarik,,
7229,Roman Richtarik,Luxembourg,,,,0.0,0.0,0.0,0.0,11.0,76.0,,,,,,Roman Richtarik,M,Roman Richtarik,,
7238,Chen Xue,China,1989-02-18,Fujian,"Fuzhou, Fujian",18.0,16.0,13.0,7.0,153.0,28614.0,,75.0,190.5,1989-02-18,"February 18, 1989 (34 years old)",Chen Xue,W,Chen Xue,1989-02-18,75.0
8092,Cheng Chen,China,1986-12-21,Fujian,Beijing,0.0,0.0,0.0,0.0,50.0,2414.0,,77.0,195.58,1986-12-21,"December 21, 1986 (36 years old)",Chen Xue,W,Chen Xue,1989-02-18,75.0
7239,Asta Baltakys,Canada,1980-07-07,"Hamilton, ON","Toronto, ON",0.0,0.0,0.0,0.0,22.0,203.0,,72.0,182.88,1980-07-07,"July 7, 1980 (42 years old)",Asta Baltakys,W,Asta Baltakys,1980-07-07,72.0
7240,Bernardo Wermelinger Romano,Azerbaijan,1980-03-07,Rio de Janeiro (RJ),Rio de Janeiro (RJ),3.0,0.0,2.0,0.0,23.0,656.0,,78.0,198.12,1980-03-07,"March 7, 1980 (43 years old)",Bernardo Romano,M,Bernardo Romano,1980-03-07,78.0
7242,Ying Zhang,China,1983-08-15,"Nan Ping, Fu Jian Province","Fuzhou, Fujian",0.0,0.0,0.0,1.0,26.0,1940.0,,72.0,182.88,1983-08-15,"August 15, 1983 (39 years old)",Ying Zhang,W,Ying Zhang,1983-08-15,72.0
7243,Stanislav Eremin,Russia,1985-06-23,Simferopol,Belgorod ,0.0,0.0,0.0,0.0,15.0,224.0,,78.0,198.12,1985-06-23,"June 23, 1985 (38 years old)",Stanislav Eremin,M,Stanislav Eremin,1985-06-23,78.0
7244,Igor Kolodinsky,Russia,1983-07-07,"Magdeburg, Germany",Belgorod,2.0,3.0,4.0,7.0,66.0,10496.0,,78.0,198.12,1983-07-07,"July 7, 1983 (39 years old)",Igor Kolodinsky,M,Igor Kolodinsky,1983-07-07,78.0
7245,Marco Macias,Mexico,1985-02-12,Mexico City,Mexico City,0.0,0.0,0.0,0.0,5.0,88.0,,76.0,193.04,1985-02-12,"February 12, 1985 (38 years old)",Marco Macias,M,Marco Macias,1985-02-12,76.0
7246,Salomón Sarfati,Mexico,,mexico,,0.0,0.0,0.0,0.0,1.0,6.0,,76.0,193.04,,,Salomon Sarfati,M,Salomon Sarfati,,
7247,Carlos Islas,Mexico,,,,0.0,0.0,0.0,0.0,2.0,56.0,,,,,,Carlos Islas,M,Carlos Islas,,
7248,Malik Colosio,Mexico,1979-08-11,Jalisco,Jalisco,0.0,0.0,0.0,0.0,4.0,141.0,,73.0,185.42000000000002,1979-08-11,"August 11, 1979 (43 years old)",Malik Colosio,M,Malik Colosio,1979-08-11,73.0
7249,Jose Antonio Corominas,Mexico,1977-02-02,Mexico City,Mexico City,0.0,0.0,0.0,0.0,1.0,0.0,,77.0,195.58,1977-02-02,"February 2, 1977 (46 years old)",Jose Antonio Corominas,M,Jose Antonio Corominas,1977-02-02,77.0
7250,Mauricio Morales,Mexico,1976-10-25,Mexico City,Mexico City,0.0,0.0,0.0,0.0,1.0,0.0,,72.0,182.88,1976-10-25,"October 25, 1976 (46 years old)",Mauricio Morales,M,Mauricio Morales,1976-10-25,72.0
7251,Alberto Rill,Mexico,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Alberto Rill,M,Alberto Rill,,
7252,Salvador Becherano,Mexico,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Salvador Becherano,M,Salvador Becherano,,
7254,Jesús Vallejo,Mexico,1981-06-21,Mexico City,Mexico City,0.0,0.0,0.0,0.0,3.0,37.0,,72.0,182.88,1981-06-21,"June 21, 1981 (42 years old)",Jesus Vallejo,M,Jesus Vallejo,1981-06-21,72.0
7255,José Arias,Mexico,1983-05-12,Mexico City,Aquascalientes,0.0,0.0,0.0,0.0,1.0,0.0,,70.0,177.8,1983-05-12,"May 12, 1983 (40 years old)",Jose Arias,M,Jose Arias,1983-05-12,70.0
7256,Erika Garcia,Mexico,,,,0.0,0.0,0.0,0.0,1.0,6.0,,,,,,Erika Garcia,W,Erika Garcia,,
7257,Haydee Lopez,Mexico,1984-01-09,Toluca,Toluca,0.0,0.0,1.0,0.0,7.0,241.0,,66.0,167.64000000000001,1984-01-09,"January 9, 1984 (39 years old)",Haydee Lopez,W,Haydee Lopez,1984-09-01,67.0
7260,Natalia Alfaro,Costa Rica,1987-04-08,Heredia,Santa Barbara,0.0,9.0,9.0,14.0,71.0,4768.0,,65.0,165.1,1987-04-08,"April 8, 1987 (36 years old)",Natalia Alfaro,W,Natalia Alfaro,1987-04-08,65.0
7261,Ingrid Morales,Costa Rica,1975-05-29,,,0.0,5.0,6.0,10.0,36.0,2198.0,,67.0,170.18,1975-05-29,"May 29, 1975 (48 years old)",Ingrid Morales,W,Ingrid Morales,1975-05-29,67.0
7262,Paola Estrada,Mexico,1975-02-10,Mexico City,Mexico City,0.0,0.0,0.0,0.0,2.0,10.0,,67.0,170.18,1975-02-10,"February 10, 1975 (48 years old)",Paola Estrada,W,Paola Estrada,1979-09-11,67.0
7263,Diana Estrada,Mexico,1986-04-16,Mexico City,Nezahualcoyotl,1.0,3.0,2.0,5.0,23.0,887.0,,68.0,172.72,1986-04-16,"April 16, 1986 (37 years old)",Diana Estrada,W,Diana Estrada,1986-04-16,68.0
7264,Indira Melissa Inestroza Espinal,Honduras,1983-02-11,,,0.0,0.0,0.0,0.0,1.0,6.0,,67.0,170.18,1983-02-11,"February 11, 1983 (40 years old)",Indira Inestroza Espinal,W,Indira Inestroza Espinal,1983-02-11,67.0
7265,Valeria Cerna,El Salvador,,,,0.0,0.0,0.0,0.0,1.0,6.0,,,,,,Valeria Cerna,W,Valeria Cerna,,
7266,Sthembile Cele,South Africa,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,Sthembile Cele,W,Sthembile Cele,,
7267,Charlotte Mdlesse,South Africa,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,Charlotte Mdlesse,W,Charlotte Mdlesse,,
7268,Joanne Schaffers,South Africa,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,Joanne Schaffers,W,Joanne Schaffers,,
7269,Deidre Daniels,South Africa,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,Deidre Daniels,W,Deidre Daniels,,
7270,Zandi Erasmus,South Africa,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,Zandi Erasmus,W,Zandi Erasmus,,
7271,Amelia Luyt,South Africa,1978-07-03,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,1978-07-03,"July 3, 1978 (45 years old)",Amelia Luyt,W,Amelia Luyt,1978-07-03,
7272,Vitalila Nel,South Africa,1975-12-11,"Zaporozie, Ukraine",Johannesburg,0.0,0.0,0.0,0.0,13.0,149.0,,71.0,180.34,1975-12-11,"December 11, 1975 (47 years old)",Vitalina Nel,W,Vitalina Nel,1975-12-11,71.0
7273,Palesa Sekhonyana,South Africa,1986-09-03,Johannesburg,Johannesburg,0.0,0.0,0.0,0.0,7.0,343.0,,70.0,177.8,1986-09-03,"September 3, 1986 (36 years old)",Palesa Sekhonyana,W,Palesa Sekhonyana,1986-09-03,70.0
7274,Karen van Huyssteen,South Africa,,,,0.0,0.0,0.0,0.0,1.0,20.0,,,,,,Karen van Huyssteen,W,Karen van Huyssteen,,
7275,Emma Wyngaard,South Africa,1973-11-11,,7800 Cape Town,0.0,0.0,0.0,0.0,1.0,20.0,,65.0,165.1,1973-11-11,"November 11, 1973 (49 years old)",Emma Wyngaard,W,Emma Wyngaard,1973-11-11,65.0
7276,Rampomane Bonolo,South Africa,,,,0.0,0.0,0.0,0.0,1.0,20.0,,,,,,Bonolo Rampomane,W,Bonolo Rampomane,,
7277,Natasha Strydom,South Africa,1981-07-31,Port Elizabeth,Johannesburg,0.0,0.0,0.0,0.0,2.0,70.0,,67.0,170.18,1981-07-31,"July 31, 1981 (41 years old)",Natasha Strydom,W,Natasha Strydom,1981-07-31,67.0
7278,Jacques Sassman,South Africa,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Jacques Sassman,M,Jacques Sassman,,
7279,Ricardo Stevens,South Africa,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Ricardo Stevens,M,Ricardo Stevens,,
7280,Krisendra Narainsamy,South Africa,,,,0.0,0.0,0.0,0.0,1.0,6.0,,,,,,Krisendra Narainsamy,M,Krisendra Narainsamy,,
7281,Clinton Stemmet,South Africa,1988-06-29,cape town,,0.0,0.0,0.0,0.0,4.0,150.0,,,,1988-06-29,"June 29, 1988 (35 years old)",Clinton Stemmet,M,Clinton Stemmet,1988-06-29,
7282,Sheraaz Abrahams,South Africa,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Sheraaz Abrahams,M,Sheraaz Abrahams,,
7283,Shaien Govender,South Africa,1982-09-08,Durban,Melbourne,0.0,0.0,0.0,0.0,4.0,126.0,,68.0,172.72,1982-09-08,"September 8, 1982 (40 years old)",Shaien Govender,M,Shaien Govender,,
7284,David Jones,South Africa,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,David Jones,M,David Jones,1974-04-02,
7284,David Jones,South Africa,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,David Jones,M,David Jones,,
14126,David Jones,United States,1974-04-02,,"Virginia Beach, VA",0.0,0.0,0.0,0.0,1.0,0.0,,,,1974-04-02,"April 2, 1974 (49 years old)",David Jones,M,David Jones,1974-04-02,
14126,David Jones,United States,1974-04-02,,"Virginia Beach, VA",0.0,0.0,0.0,0.0,1.0,0.0,,,,1974-04-02,"April 2, 1974 (49 years old)",David Jones,M,David Jones,,
7285,Alan Quinton,South Africa,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,Alan Quinton,M,Alan Quinton,,
7286,Egon Goliath,South Africa,1979-03-07,Mossel Bay,Cape Town,0.0,0.0,0.0,0.0,1.0,6.0,,71.0,180.34,1979-03-07,"March 7, 1979 (44 years old)",Egon Goliath,M,Egon Goliath,1979-03-07,71.0
