player_id,player_name,player_country,DOB,home_town,resides,total_first,total_second,total_third,total_forth,total_played,total_points,podium%,height_inches,height_cm,DOB_date,DOB_str,big_stat_player_name
2594,"Igor
 Olefir",Ukraine,1961-08-23,Mykolayiv,Mykolayiv,0.0,0.0,0.0,0.0,9.0,29.0,,81.0,205.74,1961-08-23,"August 23, 1961 (61 years old)",
2595,Andriy Volik,Ukraine,1973-10-05,Kharkiv,Sumy,0.0,0.0,0.0,0.0,5.0,12.0,,,,1973-10-05,"October 5, 1973 (49 years old)",
2596,"Dmytro
 Khudoley",Ukraine,1982-01-30,Zaporizzya,Zaporizzya,1.0,1.0,0.0,0.0,33.0,344.0,,76.0,193.04,1982-01-30,"January 30, 1982 (41 years old)",Dmytro Khudoley
2597,Oleg Nikolayev,Ukraine,1982-05-27,Zaporizzya,Zaporizzya,1.0,0.0,0.0,2.0,49.0,2519.0,,73.0,185.42000000000002,1982-05-27,"May 27, 1982 (41 years old)",Oleg Nikolaev
2598,Kevin Karg,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2599,Myles McGann,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2600,Joe Hillman,United States,1976-06-24,"Spanish Fork, UT","Houston, TX",0.0,0.0,0.0,0.0,12.0,885.0,,79.0,200.66,1976-06-24,"June 24, 1976 (47 years old)",Joe Hillman
2602,Yariv Lerner,United States,1973-06-16,,"Venice, CA",0.0,0.0,1.0,0.0,83.0,1009.0,,75.0,190.5,1973-06-16,"June 16, 1973 (50 years old)",Yariv Lerner
2603,Tye Thoreson,United States,,,"Fresno, CA",0.0,0.0,0.0,0.0,7.0,26.0,,,,,,Tye Thoreson
2604,Andy Shean,United States,1977-04-19,"Boulder, CO","San Diego, CA",0.0,0.0,0.0,0.0,26.0,180.0,,75.0,190.5,1977-04-19,"April 19, 1977 (46 years old)",Andy Shean
2605,Shane Johnston,United States,1978-02-02,,"San Diego, CA",0.0,0.0,0.0,0.0,2.0,100.0,,,,1978-02-02,"February 2, 1978 (45 years old)",
2606,Greg Boor,United States,,,"Hermosa Beach, CA",0.0,0.0,0.0,0.0,15.0,73.0,,,,,,Greg Boor
2607,Art Barron,United States,1974-08-17,"Oxnard, CA","Santa Cruz, CA",1.0,0.0,1.0,0.0,66.0,2052.0,,72.0,182.88,1974-08-17,"August 17, 1974 (48 years old)",Art Barron
2608,Brandon Smeltzer,United States,1979-10-31,,"Manhattan Beach, CA",0.0,0.0,0.0,0.0,2.0,5.0,,,,1979-10-31,"October 31, 1979 (43 years old)",
2609,Kevin Jones,United States,1970-10-03,,"Huntington Beach, CA",0.0,0.0,0.0,0.0,10.0,173.0,,,,1970-10-03,"October 3, 1970 (52 years old)",Kevin Jones
2610,Jeremy Drescher,United States,1971-10-16,,"Redondo Beach, CA",0.0,0.0,0.0,0.0,14.0,54.0,,,,1971-10-16,"October 16, 1971 (51 years old)",Jeremy Drescher
2611,"Mike ""Bud"" Wilkinson",United States,1955-11-26,,"Redondo Beach, CA",0.0,0.0,0.0,0.0,12.0,30.0,,76.0,193.04,1955-11-26,"November 26, 1955 (67 years old)",Mike Wilkinson
2612,Travis Ferguson,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2613,Brent Kilgore,United States,1970-12-24,,"Charlotte, NC",0.0,0.0,0.0,0.0,1.0,0.0,,,,1970-12-24,"December 24, 1970 (52 years old)",
2614,Paul Lourick,United States,1973-12-24,"Sacramento, CA","Huntington Beach, CA",0.0,0.0,0.0,0.0,14.0,102.0,,75.0,190.5,1973-12-24,"December 24, 1973 (49 years old)",Paul Lourick
2615,Mike Yates,United States,1978-12-01,,"Orangevale, CA",0.0,0.0,0.0,0.0,5.0,32.0,,,,1978-12-01,"December 1, 1978 (44 years old)",Mike Yates
2616,Casey Brewer,United States,1978-04-28,"Truckee, CA","San Diego, CA",0.0,0.0,0.0,1.0,42.0,313.0,,71.0,180.34,1978-04-28,"April 28, 1978 (45 years old)",Casey Brewer
2617,Ryan Turner,United States,1972-02-15,,"Hermosa Beach, CA",0.0,0.0,0.0,0.0,6.0,16.0,,,,1972-02-15,"February 15, 1972 (51 years old)",Ryan Turner
2618,Aaron Steele,United States,1971-11-06,"Idaho Falls, ID","San Diego, CA",0.0,0.0,0.0,0.0,14.0,64.0,,75.0,190.5,1971-11-06,"November 6, 1971 (51 years old)",Aaron Steele
2619,Jon Gubera,United States,1973-05-26,,"Redondo Beach, CA",0.0,0.0,0.0,0.0,30.0,275.0,,,,1973-05-26,"May 26, 1973 (50 years old)",Jon Gubera
2620,Myron Miller,United States,,,"San Diego, CA",0.0,0.0,0.0,0.0,11.0,46.0,,,,,,Myron Miller
2621,LaVelle Carter,United States,,,,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,
2623,Joana Fereira,Portugal,1977-08-23,,,0.0,0.0,0.0,0.0,3.0,21.0,,,,1977-08-23,"August 23, 1977 (45 years old)",Joana Fereira
2624,Jesse Brown,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
2625,Joel Whitaker,United States,1975-09-30,,"Black Diamond, WA",0.0,0.0,0.0,0.0,1.0,0.0,,,,1975-09-30,"September 30, 1975 (47 years old)",
2626,Glauco Ribiero Mattoso,Brazil,1971-10-21,Rio de Janeiro,,0.0,0.0,0.0,0.0,1.0,0.0,,79.0,200.66,1971-10-21,"October 21, 1971 (51 years old)",
2627,Kurt Peters,United States,1977-06-29,,"Manhattan Beach, CA",0.0,0.0,0.0,0.0,2.0,2.0,,,,1977-06-29,"June 29, 1977 (46 years old)",Kurt Peters
2628,Chris Brown,United States,1988-07-05,,"Hermosa Beach, CA",0.0,0.0,0.0,0.0,8.0,23.0,,,,1988-07-05,"July 5, 1988 (35 years old)",Chris Brown
2630,Curt Toppel,United States,1980-09-19,"Pacific Palisades, CA","Manhattan Beach, CA",0.0,2.0,4.0,2.0,66.0,6686.0,,81.0,205.74,1980-09-19,"September 19, 1980 (42 years old)",Curt Toppel
2631,Dave McKienzie,United States,1979-07-05,"Littleton, CO","Hermosa Beach, CA",2.0,2.0,3.0,0.0,57.0,5777.0,,75.0,190.5,1979-07-05,"July 5, 1979 (44 years old)",Dave McKienzie
2632,Sean DeLapp,United States,,,,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,
2633,Jason Faughn,United States,1970-12-21,,"Santa Cruz, CA",0.0,0.0,0.0,0.0,4.0,0.0,,,,1970-12-21,"December 21, 1970 (52 years old)",
2634,John Baer,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2635,Rick Ebbert,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2636,Steven Ijams,United States,1971-09-17,,"Hermosa Beach, CA",0.0,0.0,0.0,0.0,6.0,56.0,,,,1971-09-17,"September 17, 1971 (51 years old)",Steven Ijams
2637,Kevin Boltonado,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2638,Christian Love,United States,1968-05-23,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,11.0,463.0,,,,1968-05-23,"May 23, 1968 (55 years old)",Christian Love
2639,Brett Shellabarger,United States,1968-03-05,"Santa Barbara, CA","Carpinteria, CA",0.0,0.0,0.0,0.0,6.0,19.0,,75.0,190.5,1968-03-05,"March 5, 1968 (55 years old)",Brett Shellabarger
2640,Tom Witt,United States,1963-09-28,"Scottsdale, AZ","Scottsdale, AZ",0.0,0.0,0.0,0.0,22.0,120.0,,76.0,193.04,1963-09-28,"September 28, 1963 (59 years old)",Tom Witt
2641,Vincent Robbins,United States,1980-05-14,"Aurora, CO","San Diego, CA",0.0,0.0,0.0,0.0,63.0,2771.0,,74.0,187.96,1980-05-14,"May 14, 1980 (43 years old)",Vincent Robbins
2642,John Buckles,United States,1975-11-25,,"San Diego, CA",0.0,0.0,0.0,0.0,1.0,0.0,,,,1975-11-25,"November 25, 1975 (47 years old)",
2643,Rico Becker,United States,1972-03-16,"Seattle, WA","Phoenix, AZ",0.0,0.0,0.0,0.0,27.0,514.0,,76.0,193.04,1972-03-16,"March 16, 1972 (51 years old)",Rico Becker
2644,Scott Segal,United States,1965-10-12,,"Mount Vernon, NY",0.0,0.0,0.0,0.0,1.0,0.0,,,,1965-10-12,"October 12, 1965 (57 years old)",
2645,Russ Melot,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2646,Chris McGuffin,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2647,William Green,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2648,Matt Davis,United States,1974-05-31,,"Burke, VA",0.0,0.0,0.0,0.0,33.0,1106.0,,77.0,195.58,1974-05-31,"May 31, 1974 (49 years old)",Matt Davis
2649,Sean Callahan,United States,1974-01-22,"Virginia Beach, VA","Falls Church, VA",0.0,0.0,0.0,0.0,4.0,155.0,,74.0,187.96,1974-01-22,"January 22, 1974 (49 years old)",Sean Callahan
2650,Tim Keyser,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2651,Robert Ryder,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2652,Jeff Mordica,United States,1974-06-05,"Chesapeake, VA","Poquoson, VA",0.0,0.0,0.0,0.0,3.0,52.0,,79.0,200.66,1974-06-05,"June 5, 1974 (49 years old)",Jeff Mordica
2653,David Keeter,United States,1969-05-14,"Yorktown, VA","Yorktown, VA",0.0,0.0,0.0,0.0,9.0,429.0,,77.0,195.58,1969-05-14,"May 14, 1969 (54 years old)",David Keeter
2654,Ted Williams,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2655,Jeff Mayberry,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2656,Philip Ernest,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2657,Peter Von Schoenermarck,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
2658,Jeff Hahn,United States,,,"Eupora, MS",0.0,0.0,0.0,0.0,4.0,10.0,,,,,,
2659,Paul O'Leary,United States,,,"Cordova, IN",0.0,0.0,0.0,0.0,5.0,30.0,,,,,,
2660,Kenneth Lavine,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2661,David Lavine,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2662,Wesley Defrietas,United States,,,"Redondo Beach, CA",0.0,0.0,0.0,0.0,5.0,13.0,,,,,,Wesley Defrietas
2663,C.J. Denk,United States,1975-07-24,"Rochester, NY","Rochester, NY",0.0,0.0,0.0,0.0,18.0,101.0,,76.0,193.04,1975-07-24,"July 24, 1975 (47 years old)",C.J. Denk
2664,Curt Russell,United States,1973-06-15,,"Moon Township, PA",0.0,0.0,0.0,0.0,1.0,0.0,,,,1973-06-15,"June 15, 1973 (50 years old)",
2665,Mike Bruno,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2666,Mike Salak,United States,1975-11-25,"Brooklyn, NY","New York, NY",0.0,0.0,0.0,0.0,9.0,274.0,,75.0,190.5,1975-11-25,"November 25, 1975 (47 years old)",Mike Salak
2667,Ken Kaczorowski,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2668,Tom Kolakowski,United States,,,,0.0,0.0,0.0,0.0,2.0,4.0,,,,,,
2669,Sandy Fournier,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
2670,Chris Jedlovcnik,Canada,1968-07-12,Slovenia,Dollard-des-Ormeaux,0.0,0.0,0.0,0.0,3.0,2.0,,,,1968-07-12,"July 12, 1968 (54 years old)",
2671,Peter Weremay,United States,1975-01-11,"Richmond, RI","Hopkinton, RI",0.0,0.0,0.0,0.0,15.0,135.0,,73.0,185.42000000000002,1975-01-11,"January 11, 1975 (48 years old)",Peter Weremay
2672,Dan Smith,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2673,Todd Osborne,United States,1974-04-10,,"Superior, CO",0.0,0.0,0.0,0.0,1.0,0.0,,,,1974-04-10,"April 10, 1974 (49 years old)",
2674,Matt Coash,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2676,Dan Tayette,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2677,Tim Hood,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2679,Keil Pittman,United States,1971-07-18,,"Kansas City, MO",0.0,0.0,0.0,0.0,3.0,41.0,,,,1971-07-18,"July 18, 1971 (51 years old)",
2680,Blake Newman,United States,1973-12-07,"Yukon, OK","Yukon, OK",0.0,0.0,0.0,0.0,7.0,25.0,,75.0,190.5,1973-12-07,"December 7, 1973 (49 years old)",Blake Newman
2681,Brent Vande Wege,United States,,,"Holland, MI",0.0,0.0,0.0,0.0,3.0,0.0,,,,,,
2682,Jeff Duval,United States,,,"Niles, MI",0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2683,Mark Nowak,United States,,"Granger, IN",,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2684,Steve Funk,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
2685,Brady Quick,United States,1966-08-04,"Lake Orion, MI","Fort Myers Beach, FL",0.0,0.0,0.0,0.0,2.0,0.0,,,,1966-08-04,"August 4, 1966 (56 years old)",
2686,Dave Leggett,United States,,"Grand Rapids, MI",,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
2687,Kane Thanombath,United States,,,,0.0,0.0,0.0,0.0,3.0,6.0,,,,,,Kane Thanombath
2688,Randy West,United States,,,,0.0,0.0,1.0,0.0,5.0,0.0,,,,,,
2689,Jon Thompson,United States,1977-04-01,"Manhattan Beach, CA","Hermosa Beach, CA",0.0,0.0,1.0,0.0,34.0,411.0,,78.0,198.12,1977-04-01,"April 1, 1977 (46 years old)",Jon Thompson
2690,Jason Green,United States,1981-06-23,,"Seattle, WA",0.0,0.0,0.0,0.0,3.0,0.0,,,,1981-06-23,"June 23, 1981 (42 years old)",
2691,Oleg Bilynskyy,Ukraine,1973-05-05,Odessa,Odessa,0.0,0.0,0.0,0.0,13.0,71.0,,79.0,200.66,1973-05-05,"May 5, 1973 (50 years old)",Oleg Bilynskyy
2692,"Danylo
 Konstantinov",Ukraine,1971-12-07,Vinnitsa,Odessa,0.0,0.0,0.0,0.0,12.0,71.0,,78.0,198.12,1971-12-07,"December 7, 1971 (51 years old)",Danylo Konstantinov
2693,"Vitaliy
 Stadnikov",Ukraine,1975-02-02,Dnepropetrovsk,Kiev,0.0,1.0,0.0,0.0,14.0,163.0,,74.0,187.96,1975-02-02,"February 2, 1975 (48 years old)",Vitaliy Stadnikov
2694,Sergiy Rasputniy,Ukraine,1980-06-03,Kiev,Kiev,0.0,1.0,0.0,0.0,5.0,71.0,,,,1980-06-03,"June 3, 1980 (43 years old)",Sergiy Rasputniy
2695,Andrey Ryukhov,Kazakhstan,1973-08-25,Karagandinskaya Obl.,Almaty,0.0,0.0,0.0,0.0,10.0,38.0,,,,1973-08-25,"August 25, 1973 (49 years old)",
2696,Oleg Aristarkhov,Kazakhstan,1975-03-28,Almaty,Almaty,0.0,0.0,0.0,0.0,4.0,20.0,,75.0,190.5,1975-03-28,"March 28, 1975 (48 years old)",
2697,"Sergey ""Seryi"" Sinkevich",Kazakhstan,1974-12-27,Almaty,Almaty,0.0,0.0,0.0,1.0,20.0,116.0,,76.0,193.04,1974-12-27,"December 27, 1974 (48 years old)",Sergey Sinkevich
2698,Yevgeniy Mashebin,Kazakhstan,1975-01-26,Almatinskaya Obl,Kapchagal,0.0,0.0,0.0,0.0,9.0,31.0,,76.0,193.04,1975-01-26,"January 26, 1975 (48 years old)",
2699,Roman Arkaev,Russia,1973-11-25,Simferopol,Sydney,0.0,0.0,0.0,2.0,76.0,3551.0,,77.0,195.58,1973-11-25,"November 25, 1973 (49 years old)",Roman Arkaev
2700,Alexei Taratine,Russia,1980-05-01,Moscow,Moscow,1.0,0.0,2.0,0.0,6.0,75.0,,,,1980-05-01,"May 1, 1980 (43 years old)",Alexei Taratine
2701,Hugo Ribeiro,Portugal,1977-11-15,,,0.0,0.0,0.0,0.0,5.0,40.0,,,,1977-11-15,"November 15, 1977 (45 years old)",Hugo Ribeiro
2702,Rui Oliveira Mota Santos,Portugal,1978-05-01,Espinho,Espinho,0.0,0.0,0.0,0.0,7.0,46.0,,,,1978-05-01,"May 1, 1978 (45 years old)",Rui Oliveira
2703,Derek Dvorak,United States,1979-02-08,"Baltimore, MD","Philadelphia, PA",0.0,0.0,0.0,0.0,1.0,10.0,,72.0,182.88,1979-02-08,"February 8, 1979 (44 years old)",
2704,Lawrence Scott,United States,,,"Philadelphia, PA",0.0,0.0,0.0,0.0,1.0,10.0,,,,,,
2705,Rich Valkonis,United States,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,
2706,Pete Guthy,United States,1976-02-04,"Pompano Beach, FL","Ft. Lauderdale, FL",0.0,0.0,0.0,0.0,7.0,36.0,,73.0,185.42000000000002,1976-02-04,"February 4, 1976 (47 years old)",Pete Guthy
2707,Scott Terry,United States,1972-01-08,"Spartanburg, SC","Greenville, SC",0.0,0.0,0.0,0.0,14.0,152.0,,72.0,182.88,1972-01-08,"January 8, 1972 (51 years old)",Scott Terry
2708,Duke Melton,United States,1976-05-19,"Myrtle Beach, SC","Myrtle Beach, SC",0.0,0.0,0.0,0.0,1.0,11.0,,68.0,172.72,1976-05-19,"May 19, 1976 (47 years old)",
2709,Scott Brinser,United States,1970-04-05,"Annville, PA","Fairfax, VA",0.0,0.0,0.0,0.0,2.0,14.0,,73.0,185.42000000000002,1970-04-05,"April 5, 1970 (53 years old)",
2710,Brian Wight,United States,1970-08-11,"Springfield, VA","Fairfax, VA",0.0,0.0,0.0,0.0,1.0,10.0,,75.0,190.5,1970-08-11,"August 11, 1970 (52 years old)",
2711,Kevin Gregan,United States,1973-06-06,"Whiteplains, MD","Manhattan Beach, CA",1.0,1.0,0.0,0.0,63.0,1824.0,,74.0,187.96,1973-06-06,"June 6, 1973 (50 years old)",Kevin Gregan
2712,Joe Massicotte,United States,1971-08-25,"Waterbury, CT","Virginia Beach, VA",0.0,0.0,0.0,0.0,1.0,10.0,,75.0,190.5,1971-08-25,"August 25, 1971 (51 years old)",
2713,Dave Roberts,United States,1970-11-06,"Gettysburg, PA","Virginia Beach, VA",0.0,0.0,0.0,0.0,1.0,10.0,,72.0,182.88,1970-11-06,"November 6, 1970 (52 years old)",
2714,Jon Hunter,United States,1972-01-30,"Rochester, NY","Virginia Beach, VA",0.0,0.0,0.0,0.0,1.0,11.0,,78.0,198.12,1972-01-30,"January 30, 1972 (51 years old)",
2715,Robert Kendall,United States,1970-09-21,,"Virginia Beach, VA",0.0,0.0,0.0,0.0,1.0,11.0,,70.0,177.8,1970-09-21,"September 21, 1970 (52 years old)",
2716,Adam Sutton,United States,1975-10-17,"Williamsburg, VA","Newport News, VA",0.0,0.0,0.0,0.0,2.0,15.0,,75.0,190.5,1975-10-17,"October 17, 1975 (47 years old)",
2717,Joe Stollings,United States,1973-12-22,,"Carrollton, TX",0.0,0.0,0.0,0.0,10.0,59.0,,,,1973-12-22,"December 22, 1973 (49 years old)",Joe Stollings
2718,Joe Cash,United States,1978-06-03,"St. Petersburg, FL","St. Petersburg, FL",0.0,0.0,0.0,0.0,27.0,1486.0,,76.0,193.04,1978-06-03,"June 3, 1978 (45 years old)",Joe Cash
2719,Steve Monroe,United States,,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,,,
2720,Johnny Howell,United States,1975-07-09,,"Centre, AL",0.0,0.0,0.0,0.0,2.0,4.0,,,,1975-07-09,"July 9, 1975 (47 years old)",Johnny Howell
2721,Dwayne Davis,United States,,,,0.0,0.0,0.0,0.0,2.0,4.0,,,,,,Dwayne Davis
2723,Vincent Larivée,Canada,1970-09-18,Montreal,"Montreal, QC",0.0,0.0,0.0,0.0,6.0,19.0,,65.0,165.1,1970-09-18,"September 18, 1970 (52 years old)",
2724,Bradley Bukant,United States,,,"Carlsbad, CA",0.0,0.0,0.0,0.0,5.0,12.0,,,,,,Bradley Bukant
2725,Micheal Cook,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2726,Jason Ward,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2728,Eric Weller,United States,,"Chicago, IL",,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2729,P.J. Siekierski,United States,,"Chicago, IL",,0.0,0.0,0.0,0.0,3.0,15.0,,,,,,P.J. Siekierski
2730,Matt Nieukirk,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2731,Brian Peterson,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2732,Josh Slodki,United States,,"Downers Grove, IL",,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2733,Mark Lodewyck,United States,1969-02-27,,"Romeoville, IL",0.0,0.0,0.0,0.0,13.0,146.0,,,,1969-02-27,"February 27, 1969 (54 years old)",Mark Lodewyck
2734,Omar Moran,United States,1974-03-14,"Lisle, IL","Chicago, IL",0.0,0.0,0.0,0.0,11.0,181.0,,,,1974-03-14,"March 14, 1974 (49 years old)",Omar Moran
2735,Pete Kucera,United States,1971-03-08,"Chicago, IL","Greenville, SC",0.0,0.0,0.0,0.0,6.0,29.0,,75.0,190.5,1971-03-08,"March 8, 1971 (52 years old)",Pete Kucera
2736,Stan Lee,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2737,Seth Couenhoven,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2738,Woody Holder,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2739,Eric Christianson,United States,1973-05-08,,"Broomfield, CO",0.0,0.0,0.0,0.0,5.0,16.0,,,,1973-05-08,"May 8, 1973 (50 years old)",Eric Christianson
2740,Matt Anderson,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2741,Nguyen Le,United States,,,"Torrance, CA",0.0,0.0,0.0,0.0,6.0,18.0,,,,,,Nguyen Le
2742,Ryan Fisher,United States,1974-05-30,,"Redondo Beach, CA",0.0,0.0,0.0,0.0,9.0,72.0,,,,1974-05-30,"May 30, 1974 (49 years old)",Ryan Fisher
2743,Jordan Larson,United States,1986-10-16,,"Colorado Springs, CO",0.0,0.0,0.0,0.0,1.0,0.0,,74.0,187.96,1986-10-16,"October 16, 1986 (36 years old)",
2744,Dhiraj Coats,United States,1980-01-27,,"Simi Valley, CA",0.0,0.0,0.0,0.0,28.0,676.0,,74.0,187.96,1980-01-27,"January 27, 1980 (43 years old)",Dhiraj Coats
2745,Sean Icaza,United States,,,,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,
2746,Chris Pitzak,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2747,Mika Hunkin,United States,1970-01-19,"Honolulu, HI","Los Angeles, CA",0.0,0.0,0.0,0.0,49.0,1139.0,,76.0,193.04,1970-01-19,"January 19, 1970 (53 years old)",Mika Hunkin
2748,Curtis Jackson,United States,1976-12-12,"Tustin, CA","Encinitas, CA",0.0,1.0,1.0,0.0,18.0,1301.0,,74.0,187.96,1976-12-12,"December 12, 1976 (46 years old)",Curtis Jackson
2749,Nick Schneider,United States,1978-08-10,,"Redondo Beach, CA",0.0,0.0,0.0,0.0,3.0,5.0,,72.0,182.88,1978-08-10,"August 10, 1978 (44 years old)",Nick Schneider
2750,Mark Spitaleri,United States,1956-06-19,,"Huntington Beach, CA",0.0,0.0,0.0,0.0,1.0,0.0,,,,1956-06-19,"June 19, 1956 (67 years old)",
2752,Josh Leroy,United States,1970-10-07,,"Alki Beach, WA",0.0,0.0,0.0,0.0,13.0,292.0,,,,1970-10-07,"October 7, 1970 (52 years old)",Josh Leroy
2753,Bill Manchester,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
2754,Jake Roehl,United States,1979-09-27,,"Manhattan Beach, CA",0.0,0.0,0.0,0.0,2.0,41.0,,,,1979-09-27,"September 27, 1979 (43 years old)",Jake Roehl
2755,Kevin Norman,United States,,,"Hermosa Beach, CA",0.0,0.0,0.0,0.0,4.0,14.0,,,,,,
2756,Russell Tanner,United States,1977-11-13,,"Carlsbad, CA",0.0,0.0,0.0,0.0,2.0,4.0,,,,1977-11-13,"November 13, 1977 (45 years old)",Russell Tanner
2757,Billy Fowler,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2758,Derek Martinez,United States,1974-07-13,,"San Jose, CA",0.0,0.0,0.0,0.0,15.0,66.0,,,,1974-07-13,"July 13, 1974 (48 years old)",Derek Martinez
2751,Dan LaFontaine,United States,1958-12-26,,"Huntington Beach, CA",0.0,0.0,0.0,0.0,2.0,0.0,,,,1958-12-26,"December 26, 1958 (64 years old)",
2759,JaRhome Buckley III,United States,1972-03-07,,"Santa Clara, CA",0.0,0.0,0.0,0.0,4.0,13.0,,,,1972-03-07,"March 7, 1972 (51 years old)",
2760,Aaron Hansen,United States,1967-12-07,,"Mt. Pleasant, SC",0.0,0.0,0.0,0.0,1.0,0.0,,,,1967-12-07,"December 7, 1967 (55 years old)",
2761,Tom Marz,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2762,Salvador Pastor,Spain,1976-10-09,"Alicante, Spain","San Diego, CA",0.0,0.0,0.0,0.0,12.0,1003.0,,78.0,198.12,1976-10-09,"October 9, 1976 (46 years old)",Salvador Pastor
2763,Joel Fihn,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
2764,Nick Pabarcus,United States,1975-03-26,,"San Diego, CA",0.0,0.0,0.0,0.0,6.0,22.0,,,,1975-03-26,"March 26, 1975 (48 years old)",Nick Pabarcus
2765,Michael Rupp,United States,1977-06-08,"Santa Monica, CA","Corona Del Mar, CA",0.0,0.0,0.0,0.0,14.0,282.0,,76.0,193.04,1977-06-08,"June 8, 1977 (46 years old)",Michael Rupp
2766,Claudio Szenasi,United States,,,"Lisle, IL",0.0,0.0,0.0,0.0,5.0,29.0,,,,,,Claudio Szenasi
2767,Michael Cohen,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2768,Ivan De Decker,Belgium,1973-06-26,Ostend,Ostend,0.0,0.0,0.0,0.0,3.0,6.0,,75.0,190.5,1973-06-26,"June 26, 1973 (50 years old)",
2769,Matthias Cagnie,Belgium,1979-02-21,Kortrijk,Kortrijk,0.0,0.0,0.0,0.0,1.0,2.0,,,,1979-02-21,"February 21, 1979 (44 years old)",
2770,Marc Humblet,Belgium,1971-12-17,Liege,Blegmy,0.0,0.0,0.0,0.0,2.0,4.0,,74.0,187.96,1971-12-17,"December 17, 1971 (51 years old)",
2771,Eric Humblet,Belgium,1970-04-23,Bruxelles,Battice,0.0,0.0,0.0,0.0,7.0,17.0,,76.0,193.04,1970-04-23,"April 23, 1970 (53 years old)",Eric Humblet
2772,Kristof Deleu,Belgium,1971-01-11,Roesecare,Gistel,0.0,0.0,0.0,0.0,2.0,4.0,,76.0,193.04,1971-01-11,"January 11, 1971 (52 years old)",Kristof Deleu
2773,Bram Cafmeyer,Belgium,1974-04-15,Torhot,Torhot,0.0,0.0,0.0,0.0,2.0,4.0,,72.0,182.88,1974-04-15,"April 15, 1974 (49 years old)",Bram Cafmeyer
2774,Gunther Desmedt,Belgium,1976-03-13,Asse,Relegem,0.0,0.0,0.0,0.0,3.0,6.0,,70.0,177.8,1976-03-13,"March 13, 1976 (47 years old)",Gunther Desmedt
2775,Tom Andelhof,Belgium,1979-03-23,Gent,Oostakker,0.0,0.0,0.0,0.0,2.0,5.0,,78.0,198.12,1979-03-23,"March 23, 1979 (44 years old)",
